7    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F  
85   4    5    5    5    6    5    6    5    5    4    5    4AG  6    5    7AG  7AG  4    6   10AG  9  
86   4    5    5    5    6    6    6    5    5    4    6    5AK  6    5    7AK  7AK  4    6   10AK  9  
87   4    5    5    5    6    6    6    5    5    4    6    5AG  6    6    7AG  8AG  4    6   10AG  9  
88   4    5    5    5    6    6    6    6    6    4    6    5AK  6    6    7AK  8AK  4    7   10AK  9  
89   4    5    5    5    7    6    7    6    6    5    6    5AG  6    6    7AG  8AG  4    7   10AG  9  
90   4    5    5    6    7    6    7    6    6    5    7    6AK  6    6AK  7AK  8AK  4    7   10BK 10  
91   5    5    5    6    7    6    7    6    6    5    7    6AG  6    6AG  8AG  8AG  5    7   10BG 10  
92   5    5    5    6    7    7    7    6    6    5    7    6AK  6    6AK  8AK  8BK  5    7   10BK 10  
93   5    5    6    6    7    7    7    7    6    6    8    7AG  6    6AG  8AG  9BG  5    7   11BG 10  
94   5    5    6    6    7    7    8    7    7    6    8    7AK  6    6AK  8AK  9BK  5    7   11BK 10  
95   5    5    6    6    7    7    8    7    7    6    8AG  7AG  6AG  6AG  8BG  9BG  5    8   11BG 10AG
96   5    6    6    6    8    7    8    7    7    6    8AK  7AK  6AK  6AK  8BK  9BK  5    8   11CK 11AK
97   5    8    6    7    8    7    8    8    7    6    9AG  8BG  7AG  6AG  8BG  9BG  5    8   11CG 11AG
98   5    6    6    7    8    7    8    8    7    7    9AK  8BK  7AK  6BK  9BK  9BK  6    8   11CK 11BK
99   5    6    6    7    8    8    9    8    7    7    9AG  8BG  7AG  6BG  9BG 10BG  6    8   11CG 11BG
100  5    6    6    7    8    8    9    8AK  8    7AK  9AK  8BK  7AK  7BK  9BK 10BK  6    8AK 12CK 11BK
101  5    6    7    7    8    8    9    8AG  8    7AG 10AG  9BG  7AG  7BG  9BG 10BG  6    8AG 12CG 12BG
102  5    6    7    7    9    8    9    9AK  8    8AK 10AK  9BK  7AK  7BK  9BK 10BK  6    9AK 12CK 12CK
103  5    6    7    7    9    8    9    9AG  8    8AG 10AG  9BG  7AG  7BG  9BG 10BG  6    9AG 12CG 12CG
104  5    6    7    8    9    8    9    9AK  8    8AK 10AK 10BK  7AK  7BK  9BK 10CK  6    9AK 12CK 12CK
105  5    6    7    8    9    9   10    9AG  9AG  8AG 11AG 10BG  7BG  7BG  9BG 11CG  6AG  9BG 12CG 12CG
106  6    6    7    8    9    9   10    9AK  9AK  9AK 11AK 10BK  7BK  7BK 10BK 11CK  7AK  9BK 12CK 12CK
107  6    7    7    8    9    9   10   10AG  9AG  9AG 11BG 10BG  7BG  7BG 10CG 11CG  7AG  9BG 13DG 13CG
108  6    7    7    8    9    9   10   10AK  9AK  9AK 11BK 11BK  7BK  7CK 10CK 11CK  7AK  9BK 13DK 13CK
109  6    7    8    8    9    9   10   10AG  9AG  9AG 12BG 11BG  7BG  7CG 10CG 11CG  7BG 10BG 13DG 13CG
110  6    7    8    9   10    9   11AK 10AK  9AK  9AK 12BK 11BK  8BK  7CK 10CK 12CK  7BK 10CK 13DK 13DK
111  6    7    8    9   10    9   11AG 10AG 10AG 10AG 12BG 12CG  8BG  7CG 10CG 12CG  7BG 10CG 13DG 13DG
112  6    7    8    9   10   10   11AK 11AK 10AK 10BK 13BK 12CK  8BK  8CK 10CK 12CK  7BK 10CK 13DK 14DK
113  6    7    8    9   10   10   11AG 11AG 10AG 10BG 13BG 12CG  8BG  8CG 11CG 12CG  8CG 10CG 13DG 14DG
114  6    7    8    9   10   10   11AK 11BK 10AK 10BK 13BK 12CK  8BK  8CK 11CK 12CK  8CK 10CK 14DK 14DK
115  6    7    8    9   10   10AK 12AG 11BG 10AG 11BG 13BG 13CG  8BG  8CG 11CG 12DG  8CG 10CG 14DG 14DG
116  6    7    8    9AK 10   10AK 12AK 11BK 10BK 11BK 14BK 13CK  8CK  8CK 11CK 13DK  8CK 11CK 14DK 14DK
117  6    7    8   10AG 11   10AK 12AG 12BG 11BG 11BG 14BG 13CG  8CG  8CG 11CG 13DG  8CG 11CG 14DG 14DG
118  6    7    8   10AK 11   11AG 12AK 12BK 11BK 11BK 14BK 14CK  8CK  8CK 11CK 13DK  8CK 11CK 14DK 15DK
119  6    7    9   10AG 11   11AK 12AG 12BG 11BG 11BG 14CG 14CG  8CG  8CG 11CG 13DG  8CG 11DG 14DG 15DG
120  6    8    9   10AK 11AK 11AG 13AK 12BK 11BK 12BK 15CK 14CK  8CK  8CK 11CK 13DK  8CK 11DK 14DK 15DK
121  7    8    9   10AG 11AG 11AK 13AG 12BG 11BG 12BG 15CG 14CG  8CG  8CG 12DG 13DG  9CG 11DG 14DG 15DG
122  7    8    9   10AK 11AK 11AG 13AK 13BK 12BK 12BK 15CK 15CK  8CK  8CK 12DK 14DK  9CK 11DK 15DK 15DK
123  7    8    9   10AG 12AG 11AK 13BG 13BG 12BG 12DG 15CG 15CG  8CG  8DG 12DG 14DG  9DG 12DG 15DG 16DG
124  7    8    9   11AK 12AK 11AK 13BK 13CK 12BK 13CK 16CK 15CK  9CK  8DK 12DK 14DK  9DK 12DK 15DK 16DK
125  7    8    9   11AG 12AG 12AG 14BG 13CG 12BG 13CG 16CG 15CG  9CG  9DG 12DG 14DG  9DG 12DG 15EG 16DG
126  7    8   10AK 11AK 12AK 12AK 14BK 14CK 12BK 13CK 16CK 16CK  9CK  9DK 12DK 14DK  9DK 12DK 15EK 16DK
127  7    8   10AG 11AG 12AG 12BG 14BG 14CG 12BG 13CG 16CG 16DG  9CG  9DG 12DG 14DG  9DG 12DG 15EG 16EG
128  7    8   10AK 11AK 12AK 12BK 14BK 14CK 13CK 14CK 17CK 16DK  9CK  9DK 13DK 15DK 10DK 12DK 16EK 16EK
129  7    9   10AG 11BG 12AG 12BG 14BG 14CG 13CG 14CG 17CG 17DG  9CG  9DG 13DG 15DG 10DG 12DG 16EG 17EG
130  7    9   10AK 12BK 13AK 12BK 15BK 14CK 13CK 14CK 17CK 17DK  9DK  9DK 13DK 15DK 10DK 13DK 16EK 17EK
131  7    9   10AG 12BG 13BG 13BG 15CG 15CG 13CG 14CG 18CG 17DG  9DG  9DG 13DG 15DG 10DG 13DG 16EG 17EG
132  7    9   10AK 12BK 13BK 13BK 15CK 15CK 13CK 14CK 18CK 17DK  9DK  9DK 13DK 15DK 10DK 13DK 16EK 17EK
133  7    9   10AG 12BG 13BG 13BG 15CG 15CK 13CG 15CG 18CG 18DG  9DG  9DG 13DG 16EG 10DG 13EG 16EG 17EG
134  7    9   11AK 12BK 13BK 13BK 15CK 15DK 14CK 15CK 18DK 18DK  9DK  9DK 13DK 16EK 10DK 13EK 16EK 18EK
135  7    9   11AG 12BG 13BG 13CG 16CG 15DG 14CG 15CG 19DG 18DG  9DG  9DG 13DG 16EG 10DG 13EG 16EG 18EG
136  8    9AK 11AK 12BK 13BK 13CK 16CK 16DK 14CK 15DK 19DK 19DK  9DK  9DK 14EK 16EK 11EK 13EK 17EK 18EK
137  8    9AG 11BG 13CG 14CG 13CG 16CG 16DG 14CG 16DG 19DG 19DG 10DG  9DG 14EG 16EG 11EG 14EG 17EG 18EG
138  8    9AK 11BK 13CK 14CK 14CK 16CK 16DK 14CK 16DK 19DK 19DK 10DK 10EK 14EK 16EK 11EK 14EK 17EK 18EK
139  8    9AG 11BG 13CG 14CG 14CG 16CG 16DG 15CG 16DG 20DG 19DG 10DG 10EG 14EG 17EG 11EG 14EG 17EG 18EG
140  8   10AK 11BK 13CK 14CK 14CK 17CK 16DK 15DK 16DK 20DK 20EK 10EK 10EK 14EK 17EK 11EK 14EK 17EK 19EK
141  8AK 10AG 11BG 13CG 14CG 14CG 17CG 17DG 15DG 16DG 20DG 20EG 10EG 10EG 14EG 17EG 11EG 14EG 17EG 19EG
142  8AK 10AK 12BK 13CK 14CK 14DK 17DK 17DK 15DK 17DK 20DK 20EK 10EK 10EK 14EK 17EK 11EK 14EK 17EK 19EK
143  8AG 10AG 12CG 13DG 14DG 14DG 17DG 17DG 15DG 17DG 21DG 21EG 10EG 10EG 15EG 17EG 12EG 14EG 18EG 19EG
144  8AK 10BK 12CK 14DK 15DK 15DK 17DK 17EK 15DK 17EK 21EK 21EK 10EK 10EK 15EK 17EK 12EK 15EK 18EK 19EK
145  8AG 10BG 12CG 14DG 15DG 15DG 18DG 17EG 16DG 17EG 21EG 21EG 10EG 10EG 15EG 18EG 12EG 15EG 18EG 20EG
146  8BK 10BK 12CK 14DK 15DK 15DK 18DK 18EK 16EK 18EK 21EK 21EK 10EK 10EK 15EK 18EK 12EK 15EK 18EK 20EK
147  8BG 10BG 12CG 14DG 15DG 15DG 18DG 18EG 16EG 18EG 22EG 22EG 10EG 10EG 15EG 18EG 12EG 15EG 18EG 20EG
148  8BK 10CK 12DK 14EK 15EK 15EK 18EK 18EK 16EK 18EK 22EK 22EK 10EK 10EK 15EK 18EK 12EK 15EK 18EK 20EK
149  8CG 10CG 12DG 14EG 15EG 15EG 18EG 18EG 16EG 18EG 22EG 22EG 10EG 10EG 15EG 18EG 12EG 15EG 18EG 20EG
150  8CK 10CK 12EK 14EK 15EK 15EK 18EK 18EK 16EK 18EK 22EK 22EK 10EK 10EK 15EK 18EK 12EK 15EK 18EK 20EK
