1    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F  
116  2    2    3    3    2    2    3    3    2    2    3    3AK  3    3AK  5AK  5AK  3    4AK  5BK  6AK
117  2    2    3    3    2    2    3    3    2    2    3    3AK  3    3AK  5AK  6AK  3    4AK  5BK  6AK
118  2    2    4    3    2    2    4    3    2    2    3    3AK  3    3AK  5AK  6AK  3    4AK  5BK  6AK
119  2    2    4    3    2    2    4    3    2    2    3    3AK  3    3AK  5AK  6BK  3    4AK  5BK  6AK
120  2    2    4    4    2    2    4    4    2    2    4AK  3AK  3AK  3AK  5AK  6BK  3AK  4AK  6BK  6BK
121  2    2    4    4    2    2    4    4    2    2    4AK  3AK  3AK  3AK  5AK  6BK  3AK  5AK  6BK  6BK
122  2    2    4    4    2    2    4    4    2    2    4AK  4BK  3AK  3AK  5AK  6BK  3AK  5AK  6BK  7BK
124  2    2    4    4    2    2    4    4    2    2    4AK  4BK  3AK  3AK  5BK  6BK  3AK  5AK  6CK  7BK
125  2    2    4    4    2    2    4    4AK  2    2AK  4AK  4BK  3AK  3BK  5BK  7BK  3AK  5AK  6CK  7BK
126  2    2    4    4    2    2    4    4AK  2    2AK  4AK  4BK  3AK  3BK  5BK  7BK  3AK  5BK  6CK  7BK
127  2    2    4    4    2    2    4    4AK  2    2AK  4AK  4BK  3AK  3BK  6BK  7BK  3AK  5BK  6CK  7BK
128  2    2    4    4    2    2    4    4AK  2    2AK  4AK  4BK  4AK  3BK  6BK  7BK  3AK  5BK  6CK  7CK
129  2    2    4    4    2    2    4    4AK  2    2AK  4AK  4BK  4BK  4BK  6BK  7BK  3AK  5BK  6CK  8CK
131  2    2    4    4    2    2    4    4AK  2AK  2AK  4BK  4BK  4BK  4BK  6BK  7CK  3BK  6BK  7CK  8CK
132  2    2    4    4    2    2    4    4AK  2AK  2AK  4BK  4CK  4BK  4BK  6BK  7CK  4BK  6BK  7CK  8CK
133  2    2    4    4    2    2    4    4AK  2AK  2AK  4BK  4CK  4BK  4CK  6CK  7CK  4BK  6CK  7DK  8CK
134  2    2    5    4    2    2    5    4AK  2AK  2BK  4BK  4CK  4BK  4CK  6CK  8CK  4BK  6CK  7DK  8CK
135  2    2    5    5AK  2    2    5AK  5BK  2AK  2BK  5BK  4CK  4BK  4CK  6CK  8CK  4BK  6CK  7DK  8CK
136  2    2    5    5AK  2    2    5AK  5BK  2AK  2BK  5BK  5CK  4BK  4CK  6CK  8CK  4CK  6CK  7DK  9DK
137  2    2    5    5AK  2    2    5AK  5BK  2AK  2BK  5BK  5CK  4CK  4CK  6CK  8CK  4CK  6CK  7DK  9DK
138  2    2    5    5AK  2    2    5AK  5BK  2AK  2BK  5CK  5CK  4CK  4CK  6CK  8CK  4CK  6CK  7DK  9DK
139  2    2    5    5AK  2    2    5AK  5BK  2BK  2BK  5CK  5CK  4CK  4CK  7CK  8DK  4CK  6CK  7DK  9DK
140  2    2    5    5AK  2    2AK  5AK  5BK  2BK  2BK  5CK  5CK  4CK  4CK  7CK  8DK  4CK  7DK  8EK  9DK
141  2    2    5    5AK  2    2AK  5AK  5CK  2BK  2CK  5CK  5CK  4CK  4CK  7CK  8DK  4CK  7DK  8EK  9DK
142  2    2    5    5BK  2    2AK  5BK  5CK  2BK  2CK  5CK  5DK  4CK  4DK  7DK  9DK  4CK  7DK  8EK  9EK
143  2    2    5    5BK  2    2AK  5BK  5CK  2BK  2CK  5CK  5DK  4CK  4DK  7DK  9DK  4DK  7DK  8EK 10EK
144  2    2    5    5BK  2    2AK  5BK  5CK  2CK  2CK  5CK  5DK  4CK  4DK  7DK  9DK  4DK  7DK  8EK 10EK
145  2    2    5AK  5BK  2AK  2AK  5BK  5CK  2CK  2CK  5CK  5DK  4DK  4DK  7DK  9EK  4DK  7EK  8EK 10EK
146  2    2    5AK  5CK  2AK  2BK  5CK  5CK  2CK  2CK  5DK  5DK  4DK  4DK  7DK  9EK  4DK  7EK  8EK 10EK
147  2    2    5AK  5CK  2AK  2BK  5CK  5DK  2CK  2DK  5DK  5EK  4DK  4EK  7EK  9EK  4EK  7EK  8EK 10EK
148  2    2    5AK  5CK  2AK  2BK  5CK  5DK  2CK  2DK  5DK  5EK  4EK  4EK  7EK  9EK  4EK  7EK  8EK 10EK
149  2    2    5BK  5DK  2BK  2CK  5CK  5EK  2DK  2EK  5EK  5EK  4EK  4EK  7EK  9EK  4EK  7EK  8EK 10EK
150  2AK  2AK  5CK  5EK  2CK  2CK  6DK  5EK  2EK  2EK  5EK  5EK  4EK  4EK  7EK  9EK  4EK  7EK  8EK 10EK
