5    F   F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F
81   6    6    5    4    7    6    6    4AP  5    2    4AP  4AP  8AP  7BP  8AP  9BP  0    0    9AP  0
82   6    6    5    5    7    7    6    5AP  5    3    4AP  5AP  9AP  8BP  8BP  9BP  0    0   10AP  0
83   6    6    5    5    8    7    6    5AP  5    3    5AP  5AP  9AP  8BP  9BP  9BP  0    0   10BP  0
84   6    6    5    5    8    7    7    5AP  6    3    5AP  5AP  9AP  8BP  9BP 10BP  0    0   10BP  0
85   6    6    6    5    8    7    7AK  6AP  6    4AK  6AP  6BP  9AP  8BP  9BP 10BP  3    0   11BP  0
86   6    6    6    6    8    8    7AP  6AP  6    4AP  6AP  6BP  9AP  9BP 10BP 10BP  3    0   11BP  8
87   7    7    6    6    9    8    8AP  6AP  6    4AP  6AP  7BP 10AP  9BP 10BP 11BP  4    0   11BP  8AK
88   7    7    6    6    9    8    8AP  7AP  7    5AP  7AP  7BP 10AP  9BP 10BP 11BP  4    0   12BP  9AP
89   7    7    6    6    9    8    8AP  7AP  7    5AP  7AP  7BP 10BP  9BP 11BP 11BP  4    0   12BP  9AP
90   7    7    7    7AK  9    9AK  9AP  7BP  7AK  5AP  7AP  8BP 10BP 10BP 11BP 12BP  5    6AK 12BP  9AP
91   7    7    7    7AP 10    9AP  9AP  8BP  7AP  6AP  8BP  8BP 11BP 10BP 11BP 12BP  5    6AP 13BP 10AP
92   7    7    7    7AP 10    9AP  9AP  8BP  8AP  6AP  8BP  8BP 11BP 10BP 11BP 12BP  5    7AP 13CP 10BP
93   7    7    7    7AP 10    9AP 10AP  8BP  8AP  6AP  8BP  9BP 11BP 10BP 12BP 13BP  6    7AP 13CP 11BP
94   7    8    7    7AP 10   10AP 10AP  9BP  8AP  7AP  9BP  9BP 11BP 10BP 12BP 13BP  6    7AP 14CP 11BP
95   8    8    8    8AP 11AK 10AP 10AP  9BP  9AP  7BP  9BP  9BP 11BP 11CP 12BP 13BP  6AK  8AP 14CP 11BP
96   8    8    8    8AP 11AP 10AP 11AP  9BP  9AP  7BP 10BP 10BP 12BP 11CP 13BP 14BP  7BP  8AP 14CP 12BP
97   8    8    8    8AP 11AP 11AP 11AP 10BP  9AP  8BP 10BP 10BP 12BP 11CP 13BP 14BP  7AP  9BP 15CP 12BP
98   8    8    8    8AP 11AP 11AP 11BP 10BP  9AP  8BP 10BP 11BP 12BP 11CP 13BP 14CP  7AP  9BP 15CP 13CP
99   8    8    8    9AP 12AP 11AP 11BP 10BP 10AP  8BP 11BP 11BP 12BP 12CP 13CP 15CP  8AP  9BP 15CP 13CP
100  8    9    9AK  9AP 12AP 11AP 12BP 11BP 10AP  9BP 11BP 11CP 13BP 12CP 14CP 15CP  8AP 10BP 15CP 13CP
101  8    9    9AP  9AP 12AP 12BP 12BP 11BP 10AP  9BP 11BP 12CP 13BP 12CP 14CP 15CP  8AP 10BP 16CP 14CP
102  8    9    9AP  9AP 12AP 12BP 12BP 11CP 10AP  9BP 12BP 12CP 13BP 12CP 14CP 16CP  9BP 10BP 16CP 14CP
103  9    9    9AP 10AP 13AP 12BP 13BP 12CP 11AP 10BP 12BP 12CP 13BP 13CP 15CP 16CP  9BP 11BP 16CP 15CP
104  9    9    9AP 10BP 13AP 12BP 13BP 12CP 11BP 10BP 13BP 13CP 13BP 13CP 15CP 16CP  9BP 11BP 17DP 15CP
105  9    9   10AP 10BP 13BP 13BP 13BP 12CP 11BP 10BP 13CP 13CP 14BP 13CP 15CP 17CP 10BP 12CP 17DP 15DP
106  9   10   10AP 10BP 13BP 13BP 14BP 13CP 12BP 11BP 13CP 13CP 14BP 13CP 16CP 17CP 10BP 12CP 17DP 16DP
107  9   10   10AP 10BP 14BP 13BP 14BP 13CP 12BP 11BP 14CP 14CP 14CP 13CP 16CP 17CP 11BP 12CP 18DP 16DP
108  9   10   10AP 11BP 14BP 13BP 14CP 13CP 12BP 11BP 14CP 14CP 14CP 14CP 16CP 18CP 11CP 13CP 18DP 17DP
109  9   10   10AP 11BP 14BP 14BP 15CP 14CP 12BP 12CP 14CP 15CP 14CP 14CP 16CP 18CP 11CP 13CP 18DP 17DP
110  9   10AK 11AP 11BP 14BP 14BP 15CP 14CP 13BP 12CP 15CP 15CP 15CP 14CP 17CP 18DP 12CP 13CP 19DP 17DP
111 10   10AP 11AP 11BP 15BP 14CP 15CP 14CP 13BP 12CP 15CP 15CP 15CP 14CP 17CP 19DP 12CP 14CP 19DP 18DP
112 10   10AP 11AP 12BP 15BP 14CP 16CP 15CP 13BP 13CP 15CP 16CP 15CP 15CP 17CP 19DP 12CP 14CP 19DP 18DP
113 10   11AP 11AP 12BP 15CP 15CP 16CP 15CP 13BP 13CP 16CP 16CP 15CP 15CP 18CP 19DP 13CP 15CP 20DP 19DP
114 10   11AP 11BP 12CP 15CP 15CP 16CP 15CP 14BP 13CP 16CP 16CP 16CP 15CP 18CP 20DP 13CP 15CP 20DP 19DP
115 10AK 11AP 12BP 12CP 16CP 15CP 17CP 16CP 14BP 14CP 17CP 17CP 16CP 15DP 18DP 20DP 13CP 15DP 20DP 19DP
116 10AP 11AP 12BP 13CP 16CP 16CP 17CP 16CP 14BP 14CP 17CP 17CP 16CP 16DP 18DP 20DP 14CP 16DP 21DP 20DP
117 10AP 11AP 12BP 13CP 16CP 16CP 17CP 16CP 15BP 14CP 17CP 17CP 16CP 16DP 19DP 21DP 14CP 16DP 21DP 20DP
118 10AP 11AP 12BP 13CP 16CP 16CP 17CP 17CP 15CP 15CP 18CP 18DP 16CP 16DP 19DP 21DP 14CP 16DP 21DP 21DP
119 11AP 12AP 12BP 13CP 17CP 16CP 18CP 17DP 15CP 15CP 18CP 18DP 17CP 16DP 19DP 21DP 15CP 17DP 22DP 21DP
120 11AP 12AP 13BP 14CP 17CP 17CP 18CP 17DP 15CP 15CP 18CP 19DP 17CP 17DP 20DP 22DP 15DP 17DP 22DP 21DP
121 11AP 12AP 13BP 14CP 17CP 17CP 18CP 18DP 16CP 16CP 19CP 19DP 17CP 17DP 20DP 22DP 15DP 18DP 22DP 22DP
122 11AP 12AP 13BP 14CP 17CP 17CP 19CP 18DP 16CP 16CP 19CP 19DP 17CP 17DP 20DP 22DP 16DP 18DP 23DP 22DP
123 11AP 12BP 13BP 14CP 18CP 17CP 19CP 18DP 16CP 16CP 20DP 20DP 18CP 17DP 21DP 23DP 16DP 18DP 23EP 23DP
124 11AP 12BP 13CP 14CP 18CP 18CP 19CP 19DP 16CP 17CP 20DP 20DP 18CP 17DP 21DP 23DP 16DP 19DP 23EP 23EP
125 11BP 13BP 14CP 15CP 18CP 18DP 20CP 19DP 17CP 17DP 20DP 20DP 18DP 18DP 21DP 23DP 17DP 19DP 23EP 23EP
126 11BP 13BP 14CP 15DP 18DP 18DP 20DP 19DP 17CP 17DP 21DP 21DP 18DP 18DP 21DP 24DP 17DP 19DP 24EP 24EP
127 12BP 13BP 14CP 15DP 19DP 18DP 20DP 20DP 17CP 18DP 21DP 21DP 18DP 18DP 22DP 24DP 17DP 20DP 24EP 24EP
128 12BP 13BP 14CP 15DP 19DP 19DP 21DP 20DP 18CP 18DP 21DP 21DP 19DP 18DP 22DP 24DP 18DP 20DP 24EP 25EP
129 12BP 13BP 14CP 16DP 19DP 19DP 21DP 20DP 18CP 18DP 22DP 22DP 19DP 19DP 22DP 25DP 18DP 21DP 25EP 25EP
130 12BP 13BP 15CP 16DP 19DP 19DP 21DP 21DP 18CP 19DP 22DP 22DP 19DP 19DP 23DP 25DP 19DP 21DP 25EP 25EP
131 12CP 13CP 15CP 16DP 20DP 19DP 22DP 21DP 18CP 19DP 22DP 23DP 19DP 19DP 23DP 25EP 19DP 21EP 25EP 26EP
132 12CP 14CP 15CP 16DP 20DP 20DP 22DP 21DP 19CP 19DP 23DP 23DP 20DP 19DP 23DP 26EP 19DP 22EP 26EP 26EP
133 12CP 14CP 15CP 17DP 20DP 20DP 22DP 22DP 19DP 20DP 23DP 23DP 20DP 20DP 23DP 26EP 20DP 22EP 26EP 27EP
134 12CP 14CP 15DP 17DP 20DP 20DP 22DP 22DP 19DP 20DP 24DP 24DP 20DP 20DP 24EP 26EP 20EP 22EP 26EP 27EP
135 13CP 14CP 16DP 17DP 21DP 21DP 23DP 22DP 19DP 20DP 24DP 24EP 20DP 20EP 24EP 27EP 20EP 23EP 27EP 27EP
136 13CP 14CP 16DP 17DP 21DP 21DP 23DP 23EP 20DP 21DP 24DP 24EP 20DP 20EP 24EP 27EP 21EP 23EP 27EP 28EP
137 13CP 14CP 16DP 17DP 21DP 21DP 23DP 23EP 20DP 21DP 25DP 25EP 21DP 20EP 25EP 27EP 21EP 24EP 27EP 28EP
138 13CP 15CP 16DP 18DP 21DP 21DP 24DP 23EP 20DP 21EP 25EP 25EP 21EP 21EP 25EP 28EP 21EP 24EP 28EP 29EP
139 13DP 15DP 16DP 18EP 22EP 22EP 24EP 24EP 21DP 22EP 25EP 25EP 21EP 21EP 25EP 28EP 22EP 24EP 28EP 29EP
140 13DP 15DP 17DP 18EP 22EP 22EP 24EP 24EP 21DP 22EP 26EP 26EP 21EP 21EP 26EP 28EP 22EP 25EP 28EP 29EP
141 13DP 15DP 17DP 18EP 22EP 22EP 25EP 24EP 21DP 22EP 26EP 26EP 22EP 21EP 26EP 29EP 22EP 25EP 29EP 30EP
142 13DP 15DP 17DP 19EP 22EP 22EP 25EP 25EP 21EP 23EP 27EP 27EP 22EP 22EP 26EP 29EP 23EP 25EP 29EP 30EP
143 14DP 15DP 17EP 19EP 23EP 23EP 25EP 25EP 22EP 23EP 27EP 27EP 22EP 22EP 26EP 29EP 23EP 26EP 29EP 31EP
144 14DP 16DP 17EP 19EP 23EP 23EP 26EP 25EP 22EP 23EP 27EP 27EP 22EP 22EP 27EP 30EP 23EP 26EP 30EP 31EP
145 14EP 16EP 18EP 19EP 23EP 23EP 26EP 26EP 22EP 24EP 28EP 28EP 22EP 22EP 27EP 30EP 24EP 27EP 30EP 31EP
146 14EP 16EP 18EP 20EP 23EP 23EP 26EP 26EP 22EP 24EP 28EP 28EP 23EP 23EP 27EP 30EP 24EP 27EP 30EP 32EP
147 14EP 16EP 18EP 20EP 24EP 24EP 27EP 26EP 23EP 24EP 28EP 28EP 23EP 23EP 28EP 31EP 24EP 27EP 31EP 32EP
150 14EP 16EP 18EP 20EP 24EP 24EP 27EP 27EP 23EP 25EP 29EP 29EP 23EP 23EP 28EP 31EP 25EP 28EP 31EP 33EP
