5    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F  
98  11   11   10   11AK 15   14AS 14AK 13BK 14BS 12CK 14CS 16CK 19CS 18CK 20CS 21CS 11CS 15CS 22DS 19CS
99  11   11   11   11AS 15   14AK 15AS 13BS 14BK 12CS 15CK 16CS 19CK 18CS 20CK 21CK 12CS 15CS 22DS 19CS
100 11   11   11AK 11AK 15AK 15AS 15AK 14BK 15BS 13CK 15CS 17CK 20CS 19CK 21CS 22CS 12CS 16CS 23DS 20DS
101 11   11   11AS 11AS 16AS 15AK 15BS 14BS 15BK 13CS 16CK 17CS 20CK 19CS 21CS 22CS 13CS 16CS 23DS 20DS
102 11   11   11AK 12BK 16AK 15AS 16BK 15CK 16BS 14CK 16CS 18CK 21CS 20CK 21CS 23CS 14CS 17CS 24DS 21DS
103 11   12   12AS 12BS 16AS 16AK 16BS 15CS 16BK 14CS 17CK 18CS 21CK 20CS 22CS 23CS 14CS 18CS 24DS 22DS
104 11   12   12AK 12BK 17AK 16AS 16BK 15CK 16BS 14CK 17CS 19CK 21CS 20CS 22CS 24CS 15CS 18CS 25DS 22DS
105 12   12   12AS 12BS 17AS 16BK 17BS 16CS 17CK 15CS 18CK 19CS 22CK 21CS 23CS 24DS 15CS 19CS 25DS 23DS
106 12   12   12AK 13BK 17AK 16BS 17BK 16CK 17CS 16CK 18CS 20CK 22CS 21CS 23CS 25DS 16CS 19CS 26DS 23DS
107 12   12   13AS 13BS 18AS 17BK 17BS 17CS 18CK 16CS 19CK 20CS 22CS 21CS 24DS 25DS 16CS 20CS 26DS 24DS
108 12   13   13AK 13BK 18AK 17BS 18BK 17CK 18CS 16CK 19CS 21CK 23CS 22CS 24DS 26DS 17CS 20DS 27DS 24DS
109 12   13   13AS 14BS 18BS 17BK 18CS 17CS 18CK 17CS 20CK 21CS 23CS 22DS 25DS 26DS 18DS 21DS 27DS 25DS
110 12   13AK 13AK 14CK 18BK 18BS 19CK 18CK 19CS 17CK 20CS 21CK 24CS 23DS 25DS 27DS 18DS 21DS 27DS 26DS
111 13   13AS 13AS 14CS 19BS 18BK 19CS 18CS 19CK 18CS 21CK 22DS 24CS 23DS 26DS 27DS 19DS 22DS 28DS 26DS
112 13   13AK 14BK 14CK 19BK 19CS 19CK 18CK 19CS 18CK 21CS 22DK 24CS 23DS 26DS 28DS 19DS 23DS 28DS 27DS
113 13   14AS 14BS 15CS 19BS 19CK 20CS 19CS 20CK 19CS 22CK 23DS 25CS 24DS 27DS 28DS 20DS 23DS 29DS 27DS
114 13   14AK 14BK 15CK 20BK 19CS 20CK 19CK 20CS 19CK 22CS 23DK 25CS 24DS 27DS 29DS 20DS 24DS 29DS 28DS
115 13AK 14AS 14BS 15CS 20CS 19CK 20CS 20CS 21CK 20DS 23DK 24DS 25CS 25DS 27DS 29DS 21DS 24DS 30DS 28DS
116 13AS 14AK 15BK 15CK 20CK 20CS 21CK 20CK 21CS 20DK 23DS 24DK 26CS 25DS 28DS 30DS 21DS 25DS 30DS 29DS
117 13AK 14AS 15BS 16CS 21CS 20CK 21CS 20CS 21CK 21DS 24DK 25DS 26DS 25DS 28DS 30DS 22DS 25DS 31DS 30DS
118 14AS 14AK 15BK 16CK 21CK 20CS 22CK 21DK 22CS 21DK 24DS 25DK 27DS 26DS 29DS 31DS 23DS 26DS 31DS 30DS
119 14AK 15AS 15CS 16CS 21CS 21CK 22CS 21DS 22CK 22DS 25DK 26DS 27DS 26DS 29DS 31DS 23DS 26DS 32ES 31DS
120 14AS 15BK 16CK 16CK 21CK 21CS 22CK 22DK 23CS 22DK 25DS 26DS 27DS 27DS 30DS 32DS 24DS 27DS 32ES 31DS
121 14AK 15BS 16CS 17CS 22CS 21CK 23CS 22DS 23CK 23DS 26DS 27DS 28DS 27DS 30DS 32DS 24DS 27DS 33ES 32ES
122 14AS 15BK 16CK 17CK 22CK 22CS 23CK 22DK 23DS 23DK 26DS 27DS 28DS 27DS 31DS 33DS 25DS 28DS 33ES 32ES
123 14AK 15BS 16CS 17DS 22CS 22CK 23CS 23DS 24DK 24DS 27DS 28DS 28DS 28DS 31DS 33DS 25DS 29DS 34ES 33ES
124 15BS 16BK 16CK 18DK 23CK 22CS 24CK 23DK 24DS 24DS 27DS 28DS 29DS 28DS 32DS 34DS 26DS 29DS 34ES 34ES
125 15BK 16BS 17CS 18DS 23CS 22DK 24DS 24DS 25DS 25DS 28DS 29DS 29DS 29DS 32DS 34DS 26DS 30DS 35ES 34ES
126 15BS 16CK 17CK 18DK 23CK 23DS 25DK 24DK 25DS 25DS 28DS 29DS 30DS 29DS 32DS 35DS 27DS 30DS 35ES 35ES
127 15BK 16CS 17CS 18DK 24DS 23DK 25DS 24DS 25DS 25DS 29DS 30DS 30DS 29DS 33DS 35ES 28DS 31ES 36ES 35ES
128 15CS 16CK 17CK 19DK 24DK 23DS 25DK 25DK 26DS 26DS 29DS 30DS 30DS 30DS 33ES 36ES 28ES 31ES 36ES 36ES
129 15CK 17CS 18CS 19DK 24DS 24DK 26DS 25DS 26DS 26DS 30DS 31DS 31DS 30DS 34ES 36ES 29ES 32ES 37ES 36ES
130 15CS 17CK 18DK 19DK 24DK 24DS 26DK 26DK 27DS 27DS 30DS 31DS 31DS 31ES 34ES 37ES 29ES 32ES 37ES 37ES
131 16CK 17CS 18DK 19DK 25DS 24DK 26DS 26DS 27DS 27DS 31DS 31ES 31DS 31ES 35ES 37ES 30ES 33ES 37ES 38ES
132 16CS 17CK 18DK 20DK 25DK 25DS 27DK 26DK 27DS 28ES 31DS 32ES 32DS 31ES 35ES 38ES 30ES 34ES 38ES 38ES
133 16CK 17CS 19DK 20DK 25DS 25DK 27DS 27DS 28DS 28ES 32ES 32ES 32ES 32ES 36ES 38ES 31ES 34ES 38ES 39ES
134 16CS 17CK 19DK 20DK 26DK 25DS 28DK 27DK 28DS 29ES 32ES 33ES 33ES 32ES 36ES 39ES 32ES 35ES 39ES 39ES
135 16CK 18DK 19DK 20DK 26DS 26DK 28DS 28ES 29DS 29ES 33ES 33ES 33ES 33ES 37ES 39ES 32ES 35ES 39ES 40ES
136 16DK 18DK 19DK 21DK 26DK 26DS 28DK 28EK 29ES 30ES 33ES 34ES 33ES 33ES 37ES 40ES 33ES 36ES 40ES 40ES
137 17DK 18DK 19DK 21EK 27DS 26DK 29DS 28EK 29ES 30ES 34ES 34ES 34ES 33ES 38ES 40ES 33ES 36ES 40ES 41ES
138 17DK 18DK 20DK 21EK 27DK 27ES 29EK 29EK 30ES 31ES 34ES 35ES 34ES 34ES 38ES 41ES 34ES 37ES 41ES 42ES
139 17DK 18DK 20DK 22EK 27ES 27EK 29EK 29EK 30ES 31ES 35ES 36ES 34ES 34ES 38ES 41ES 34ES 37ES 41ES 42ES
140 17DK 19DK 20EK 22EK 27EK 27EK 30EK 30EK 31ES 32ES 35ES 36ES 35ES 35ES 39ES 42ES 35ES 38ES 42ES 43ES
141 17DK 19DK 20EK 22EK 28EK 28EK 30EK 30EK 31ES 32ES 36ES 36ES 35ES 35ES 39ES 42ES 35ES 39ES 42ES 43ES
142 17DK 19EK 21EK 22EK 28EK 28EK 31EK 30EK 31ES 33ES 36ES 37ES 36ES 35ES 40ES 43ES 36ES 39ES 43ES 44ES
143 17EK 19EK 21EK 23EK 28EK 28EK 31EK 31EK 32ES 33ES 37ES 37ES 36ES 36ES 40ES 43ES 37ES 40ES 43ES 44ES
144 18EK 19EK 21EK 23EK 29EK 29EK 31EK 31EK 32ES 34ES 37ES 38ES 36ES 36ES 41ES 44ES 37ES 40ES 44ES 45ES
145 18EK 20EK 21EK 23EK 29EK 29EK 32EK 32EK 33ES 34ES 38ES 38ES 37ES 37ES 41ES 44ES 38ES 41ES 44ES 46ES
146 18EK 20EK 22EK 23EK 29EK 29EK 32EK 32EK 33ES 35ES 38ES 39ES 37ES 37ES 42ES 45ES 38ES 41ES 45ES 46ES
147 18EK 20EK 22EK 24EK 30EK 30EK 32EK 32EK 33ES 35ES 39ES 39ES 37ES 37ES 42ES 45ES 39ES 42ES 45ES 47ES
148 18EK 20EK 22EK 24EK 30EK 30EK 33EK 33EK 34ES 36ES 39ES 40ES 38ES 38ES 43ES 46ES 39ES 42ES 46ES 47ES
150 18EK 20EK 22EK 24EK 30EK 30EK 33EK 33EK 34ES 36ES 40ES 40ES 38ES 38ES 43ES 46ES 40ES 43ES 46ES 48ES
