7    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F  
97   9    9    9    9   12   11   12   11AP 11AP  9BP 11BK 11BK 15BK 14BS 15BP 16CK  9AP 11BP 17CS 14CK
98   9    9    9    9   12   12   12   11AS 11AS  9BS 12BP 11CP 15BP 15CK 15CS 16CP  9AS 11BS 17CK 14CP
99   9    9    9    9   13   12   12   11AK 11AK 10BK 12BS 12CS 16BS 15CP 16CK 17CS 10BK 12BK 18CP 15CS
100  9    9    9   10AS 13   12   13AK 12AP 11AP 10BP 12BK 12CK 16BK 15CS 16CP 17CK 10BP 12CP 18CS 15CK
101  9   10   10   10AK 13   12   13AP 12AS 12AS 10BS 13BP 13CP 16BP 16CK 17CS 17CP 11BS 13CS 19CK 16CP
102 10   10   10   10AP 13   13   13AS 12AK 12AK 11BK 13BS 13CS 17BS 16CP 17CK 18CS 11BK 13CK 19DP 16CS
103 10   10   10   10AS 14   13   14AK 13BP 12AP 11BP 14BK 13CK 17BK 16CS 17CP 18CK 12CP 14CP 19DS 17CK
104 10   10   10   11AK 14   13   14AP 13BS 13BS 11BS 14BP 14CP 17BP 16CK 18CS 19CP 12CS 14CS 20DK 17CP
105 10   10   10   11AP 14   13AS 14AS 13BK 13BK 12BK 14BS 14CS 17BS 17CP 18CK 19CS 12CK 14CK 20DP 18DS
106 10   11   11   11AS 14   14AK 15AK 14BP 13BP 12BP 15CK 15CK 18BK 17CS 18CP 20CK 13CP 15CP 21DS 18DK
107 10   11   11   11AK 15   14AP 15AP 14BS 14BS 13BS 15CP 15CP 18CP 17CK 19CS 20CP 13CS 15CS 21DK 19DP
108 10   11   11   12AP 15   14AS 15AS 14BK 14BK 13CK 16CS 15CS 18CS 18CP 19CK 20CS 14CK 16CK 21DP 19DS
109 11   11   11   12AS 15   15AK 15AK 15BP 14BP 13CP 16CK 16CK 19CK 18CS 20CP 21CK 14CP 16CP 22DS 20DK
110 11   11   12AK 12AK 15AK 15AP 16AP 15BS 14BS 14CS 16CP 16CP 19CP 18CK 20CS 21DP 15CS 17CS 22DK 20DP
111 11   11   12AP 12AP 16AP 15AS 16BS 15BK 15BK 14CK 17CS 17CS 19CS 19CP 20CK 22DS 15CK 17CK 23DP 21DS
112 11   12   12AS 13AS 16AS 15AK 16BK 16BP 15BP 14CP 17CK 17CK 20CK 19CS 21CP 22DK 16CP 18DP 23DS 21DK
113 11   12   12AK 13BK 16AK 16AP 17BP 16BS 15BS 15CS 18CP 17CP 20CP 19CK 21CS 23DP 16CS 18DS 23DK 22DP
114 11   12   12AP 13BP 16AP 16AS 17BS 16CK 16BK 15CK 18CS 18CS 20CS 19CP 22DK 23DS 16CK 19DK 24DP 22DS
115 11   12   13AS 13BS 17AS 16AK 17BK 17CP 16CP 15CP 18CK 18CK 20CK 20CS 22DP 23DK 17CP 19DP 24DS 23DK
116 12   12   13AK 14BK 17AK 16AP 18BP 17CS 16CS 16CS 19CP 19DP 21CP 20DK 22DS 24DP 17DS 20DS 25DK 23DP
117 12   13   13AP 14BP 17AP 17BS 18BS 17CK 17CK 16CK 19CS 19DS 21CS 20DP 23DK 24DS 18DK 20DK 25DP 24DS
118 12   13   13AS 14BS 17AS 17BK 18BK 18CP 17CP 17CP 20CK 20DK 21CK 21DS 23DP 25DK 18DP 21DP 26DS 24DK
119 12   13   14AK 14BK 18AK 17BP 19BP 18CS 17CS 17CS 20CP 20DP 22CP 21DK 23DS 25DS 19DS 21DS 26DK 25DP
120 12   13AS 14AP 15BP 18AP 17BS 19CS 18CK 17CK 17CK 20CS 20DS 22CS 21DP 24DK 26DK 19DK 21DK 26DP 25DS
121 12   13AK 14AS 15BS 18BS 18BK 19CK 19CP 18CP 18CP 21CK 21DK 22CK 22DS 24DS 26DS 20DP 22DP 27DS 26DK
122 12   13AP 14AK 15CK 18BK 18BP 20CP 19CS 18CS 18CS 21CP 21DP 22CP 22DK 25DK 26DK 20DS 22DS 27EK 26DP
123 13   14AS 14AP 16CP 19BP 18BS 20CS 19CK 18CK 18DK 22DS 22DS 23CS 22DS 25DS 27DS 20DK 23DK 28EP 27DS
124 13   14AK 15BS 16CS 19BS 19BK 20CK 20CP 19CP 19DP 22DK 22DK 23DK 23DK 25DK 27DK 21DP 23DP 28ES 27EK
125 13AS 14AP 15BK 16CK 19BK 19BP 21CP 20CS 19CS 19DS 22DP 22DP 23DS 23DS 26DS 28DS 21DS 24DS 28EK 28EP
126 13AK 14AS 15BP 16CP 19BP 19CS 21CS 20CK 19CK 20DK 23DS 23DS 24DK 23DK 26DK 28DK 22DK 24DK 29EP 28ES
127 13AP 14AK 15BS 17CS 20BS 19CK 21CK 21DP 20CP 20DP 23DK 23DK 24DS 23DS 27DS 29DS 22DP 25DP 29ES 29EK
128 13AS 15AP 16BK 17CK 20CK 20CP 22CP 21DS 20CS 20DS 24DP 24DP 24DK 24DK 27DK 29DK 23DS 25DS 30EK 29EP
129 13AK 15AS 16BP 17CP 20CP 20CS 22CS 21DK 20DK 21DK 24DS 24DS 24DS 24DS 27DS 29DS 23DK 26EK 30ES 30ES
130 14AP 15AK 16BS 17CS 20CS 20CK 22CK 22DP 20DP 21DP 24DK 24DK 25DK 24DK 28DK 30EK 24DP 27EP 30EK 30EK
131 14AS 15BP 16BK 18CK 21CK 20CP 22CP 22DS 21DS 21DS 25DP 25DP 25DS 25DS 28DS 30ES 24DS 27ES 31ES 31ES
132 14AK 15BS 16CP 18DP 21CP 21CS 23CS 22DK 21DK 22DK 25DS 25DS 25DK 25DK 29EK 31EK 24EK 27EK 31EK 31EK
133 14AP 15BK 17CS 18DS 21CS 21CK 23CK 23DP 21DP 22DP 26DK 26DK 26DS 25DS 29ES 31ES 25ES 28ES 32ES 32ES
134 14AS 16BP 17CK 18DK 21CK 21CP 23DP 23DS 22DS 23DS 26DP 26EP 26DK 26EK 29EK 32EK 25EK 28EK 32EK 32EK
135 14BK 16BS 17CP 19DP 22CP 21DS 24DS 23DK 22DK 23DK 26DS 26ES 26DS 26ES 30ES 32ES 26ES 28ES 32ES 33ES
136 14BP 16BK 17CS 19DS 22DS 22DK 24DK 24DP 22DP 23DP 27DK 27EK 26DK 26EK 30EK 32EK 26EK 29EK 33EK 33EK
137 15BS 16CP 18CK 19DK 22DK 22DP 24DP 24DS 23DS 24ES 27DP 27EP 27ES 27ES 30ES 33ES 27ES 29ES 33ES 34ES
138 15BK 16CS 18CP 19DP 22DP 22DS 25DS 24DK 23DK 24EK 28ES 28ES 27EK 27EK 31EK 33EK 27EK 30EK 34EK 34EK
139 15BP 17CK 18CS 20DP 23DS 23DK 25DK 25DP 23DP 24EP 28EK 28EK 27ES 27ES 31ES 34ES 28ES 30ES 34ES 35ES
140 15CS 17CP 18DK 20DP 23DK 23DP 25DP 25ES 23ES 25ES 28EP 28EP 28EK 27EK 32EK 34EK 28EK 31EK 34EK 35EK
141 15CK 17CS 18DP 20DP 23DP 23DS 26DS 25EK 24EK 25EK 29ES 29ES 28ES 28ES 32ES 35ES 28ES 31ES 35ES 36ES
142 15CP 17CK 19DP 20EP 23DS 23DK 26DK 26EP 24EP 26EP 29EK 29EK 28EK 28EK 32EK 35EK 29EK 32EK 35EK 36EK
143 15CS 17DP 19DP 21EP 24DK 24DP 26DP 26ES 24ES 26ES 30ES 30ES 28ES 28ES 33ES 35ES 29ES 32ES 36ES 37ES
144 16CK 17DP 19DP 21EP 24EP 24ES 27ES 26EK 25EK 26EK 30EK 30EK 29EK 29EK 33EK 36EK 30EK 33EK 36EK 37EK
145 16DP 18DP 19DP 21EP 24ES 24EK 27EK 27EP 25ES 27ES 30ES 30ES 29ES 29ES 34ES 36ES 30ES 33ES 36ES 38ES
146 16DP 18DP 20EP 21EP 24EK 24EP 27EP 27EP 25EK 27EK 31EK 31EK 29EK 29EK 34EK 37EK 31EK 34EK 37EK 38EK
147 16DP 18EP 20EP 22EP 25EP 25EP 28EP 27EP 26ES 27ES 31ES 31ES 30ES 30ES 34ES 37ES 31ES 34ES 37ES 39ES
148 16EP 18EP 20EP 22EP 25EP 25EP 28EP 28EP 26EK 28EK 32EK 32EK 30EK 30EK 35EK 38EK 32EK 35EK 38EK 39EK
149 16EP 18EP 20EP 22EP 25EP 25EP 28EP 28EP 26ES 28ES 32ES 32ES 30ES 30ES 35ES 38ES 32ES 35ES 38ES 40ES
150 16EP 18EP 20EP 22EP 25EP 25EP 28EP 28EP 26EK 28EK 32EK 32EK 30EK 30EK 35EK 38EK 32EK 35EK 38EK 40EK
