4    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F
136  3AP  5AP  7BP  8CP  8CP  8CP 11CP 11DP  8CP  9DP 13DP 13DP 11DP 11EP 16EP 18EP 13EP 16EP 19EP 20EP
137  3AP  5BP  7BP  8CP  8CP  8CP 11CP 11DP  8CP  9DP 13DP 13DP 11DP 11EP 16EP 18EP 13EP 16EP 19EP 20EP
138  3AP  5BP  7CP  8CP  9CP  9CP 11CP 11DP  8CP  9DP 13DP 13DP 12DP 12EP 16EP 18EP 13EP 16EP 19EP 21EP
139  3AP  5BP  7CP  9CP  9CP  9DP 11DP 11DP  8CP  9DP 13DP 13DP 12EP 12EP 16EP 19EP 13EP 16EP 19EP 21EP
140  3BP  5BP  7CP  9CP  9DP  9DP 11DP 11DP  8DP 10DP 13DP 13EP 12EP 12EP 16EP 19EP 13EP 16EP 19EP 21EP
141  3BP  5BP  7CP  9DP  9DP  9DP 11DP 11DP  8DP 10DP 13DP 13EP 12EP 12EP 16EP 19EP 13EP 16EP 19EP 21EP
142  3BP  5BP  7CP  9DP  9DP  9DP 12DP 12DP  8DP 10DP 13DP 13EP 12EP 12EP 16EP 19EP 13EP 16EP 19EP 21EP
143  3BP  5BP  7CP  9DP  9DP  9DP 12DP 12EP  8DP 10DP 14DP 14EP 12EP 12EP 17EP 19EP 14EP 17EP 20EP 21EP
144  3BP  5CP  7CP  9DP  9DP  9DP 12DP 12EP  8DP 10EP 14EP 14EP 12EP 12EP 17EP 19EP 14EP 17EP 20EP 22EP
145  3BP  5CP  7CP  9DP  9DP  9DP 12DP 12EP  8DP 10EP 14EP 14EP 12EP 12EP 17EP 20EP 14EP 17EP 20EP 22EP
146  3CP  5CP  7DP  9DP  9DP  9DP 12DP 12EP  8EP 10EP 14EP 14EP 12EP 12EP 17EP 20EP 14EP 17EP 20EP 22EP
148  3CP  5CP  7DP  9EP  9EP  9EP 12EP 12EP  8EP 10EP 14EP 14EP 12EP 12EP 17EP 20EP 14EP 17EP 20EP 22EP
149  3CP  5CP  7EP  9EP  9EP  9EP 12EP 12EP  8EP 10EP 14EP 14EP 12EP 12EP 17EP 20EP 14EP 17EP 20EP 22EP
150  3CP  5DP  7EP  9EP  9EP  9EP 12EP 12EP  8EP 10EP 14EP 14EP 12EP 12EP 17EP 20EP 14EP 17EP 20EP 22EP
