6    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F  
112  7    7    8AK  8AK 10   10AK 11AK 10BK 10BK 10BK 13CK 12CK 12BK 12BK 14BK 15CK 10AK 12BK 16CK 15CK
113  7    7    8AK  8BK 10   10AK 11AK 10BK 10BK 10BK 13CK 13CK 12BK 12BK 14BK 15CK 10AK 12BK 16CK 15CK
114  7    8    8AK  9BK 11   10AK 11AK 11BK 11BK 10BK 13CK 13CK 12BK 12BK 14BK 15CK 10BK 12BK 16DK 15CK
115  7    8    8AK  9BK 11AK 10AK 12AK 11CK 11BK 11BK 13CK 13CK 13BK 12CK 15BK 15CK 10BK 13BK 17DK 16CK
116  7    8    8AK  9BK 11AK 11AK 12BK 11CK 11BK 11CK 14CK 13CK 13BK 12CK 15CK 16CK 11BK 13BK 17DK 16CK
117  7    8    9AK  9BK 11AK 11AK 12BK 11CK 11BK 11CK 14CK 14CK 13BK 13CK 15CK 16CK 11BK 13BK 17DK 17DK
118  7    8    9AK  9BK 11AK 11AK 12BK 12CK 12BK 12CK 14CK 14CK 13BK 13CK 15CK 16CK 11BK 14CK 18DK 17DK
119  7    8    9AK 10BK 12AK 11AK 13BK 12CK 12BK 12CK 15CK 14CK 13BK 13CK 16CK 17CK 12BK 14CK 18DK 17DK
120  7    8AK  9AK 10BK 12AK 11BK 13BK 12CK 12BK 12CK 15CK 15DK 13BK 13CK 16CK 17CK 12CK 14CK 18DK 18DK
121  8    9AK  9AK 10BK 12AK 12BK 13BK 13CK 12BK 12CK 15CK 15DK 14BK 13CK 16CK 17CK 12CK 14CK 18DK 18DK
122  8    9AK  9AK 10CK 12AK 12BK 13BK 13CK 12BK 13CK 16CK 15DK 14BK 13CK 16CK 18DK 12CK 15CK 19DK 18DK
123  8    9AK 10AK 11CK 12AK 12BK 14CK 13CK 13CK 13CK 16CK 16DK 14CK 14CK 17CK 18DK 13CK 15CK 19DK 19DK
124  8    9AK 10BK 11CK 12BK 12BK 14CK 13CK 13CK 13CK 16CK 16DK 14CK 14CK 17CK 18DK 13CK 15CK 19DK 19DK
125  8AK  9AK 10BK 11CK 13BK 12BK 14CK 14CK 13CK 14CK 17CK 16DK 14CK 14CK 17CK 19DK 13CK 16CK 20DK 19DK
126  8AK  9AK 10BK 11CK 13BK 13BK 14CK 14CK 13CK 14CK 17CK 17CK 14CK 14CK 17CK 19DK 14CK 16DK 20DK 20DK
127  8AK  9AK 10BK 11CK 13BK 13CK 15CK 14DK 13CK 14CK 17DK 17DK 15CK 14CK 18CK 19DK 14CK 16DK 20DK 20DK
128  8AK  9AK 11BK 12CK 13BK 13CK 15CK 14DK 14CK 14CK 18DK 17DK 15CK 15CK 18DK 20DK 14CK 17DK 20DK 21DK
129  8AK 10AK 11BK 12CK 13CK 13CK 15CK 15DK 14CK 15DK 18DK 18DK 15CK 15DK 18DK 20DK 14CK 17DK 21EK 21DK
130  8AK 10AK 11BK 12CK 14CK 13CK 15CK 15DK 14CK 15DK 19DK 18DK 15CK 15DK 18DK 20DK 15DK 17DK 21EK 21DK
131  9AK 10BK 11BK 12CK 14CK 14CK 16CK 15DK 14CK 15DK 19DK 18DK 15CK 15DK 19DK 21DK 15DK 18DK 21EK 22EK
132  9AK 10BK 11CK 13DK 14CK 14CK 16CK 16DK 15CK 15DK 19DK 19DK 15CK 15DK 19DK 21DK 15DK 18DK 21EK 22EK
133  9AK 10BK 11CK 13DK 14CK 14CK 16CK 16DK 15CK 16DK 19DK 19DK 16CK 15DK 19DK 21DK 16DK 18DK 22EK 22EK
134  9AK 10BK 12CK 13DK 14CK 14CK 16CK 16DK 15CK 16DK 19DK 19DK 16CK 16DK 19DK 21DK 16DK 19DK 22EK 23EK
135  9BK 10BK 12CK 13DK 15CK 14DK 17DK 16DK 15DK 16DK 20DK 20DK 16DK 16DK 20DK 22DK 16DK 19DK 22EK 23EK
136  9BK 11BK 12CK 13DK 15DK 15DK 17DK 17DK 15DK 17DK 20DK 20EK 16DK 16DK 20DK 22DK 16DK 19DK 23EK 23EK
137  9BK 11CK 12CK 14DK 15DK 15DK 17DK 17DK 16DK 17DK 20DK 20EK 16DK 16DK 20DK 22EK 17DK 19EK 23EK 24EK
138  9BK 11CK 12CK 14DK 15DK 15DK 17DK 17DK 16DK 17DK 21DK 21EK 16DK 16DK 20DK 23EK 17DK 20EK 23EK 24EK
139  9BK 11CK 13CK 14DK 15DK 15DK 18DK 17DK 16DK 17DK 21DK 21EK 17DK 17DK 21DK 23EK 17DK 20EK 23EK 25EK
140  9CK 11CK 13DK 14DK 16DK 15DK 18DK 18EK 16DK 18EK 21EK 21EK 17DK 17DK 21EK 23EK 18EK 20EK 24EK 25EK
141 10CK 11CK 13DK 15DK 16DK 16DK 18DK 18EK 17DK 18EK 22EK 22EK 17DK 17EK 21EK 24EK 18EK 21EK 24EK 25EK
142 10CK 11CK 13DK 15EK 16DK 16DK 18DK 18EK 17DK 18EK 22EK 22EK 17DK 17EK 21EK 24EK 18EK 21EK 24EK 26EK
143 10CK 12DK 13DK 15EK 16DK 16DK 19DK 19EK 17EK 19EK 22EK 22EK 17EK 17EK 22EK 24EK 18EK 21EK 25EK 26EK
144 10CK 12DK 13DK 15EK 16EK 16EK 19EK 19EK 17EK 19EK 23EK 23EK 17EK 17EK 22EK 25EK 19EK 22EK 25EK 26EK
145 10DK 12DK 14DK 15EK 17EK 16EK 19EK 19EK 17EK 19EK 23EK 23EK 18EK 18EK 22EK 25EK 19EK 22EK 25EK 27EK
146 10DK 12DK 14EK 16EK 17EK 17EK 19EK 19EK 18EK 19EK 23EK 23EK 18EK 18EK 22EK 25EK 19EK 22EK 25EK 27EK
147 10DK 12EK 14EK 16EK 17EK 17EK 20EK 20EK 18EK 20EK 24EK 24EK 18EK 18EK 23EK 26EK 20EK 23EK 26EK 27EK
150 10EK 12EK 14EK 16EK 17EK 17EK 20EK 20EK 18EK 20EK 24EK 24EK 18EK 18EK 23EK 26EK 20EK 23EK 26EK 28EK
