5    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F  
90  10   10    9    9AK 14   13   13AS 11BS 11AS  8BK 10BS 12BS 14AS 13BK 14BK 16BK  4AK  8AK 16CS 11BS
91  10   10   10    9AS 14   13   13AK 12BK 11AK  8BS 11BK 12BK 15BK 13BS 14BS 15BS  5AS  8AS 16CK 12BK
92  10   10   10   10AK 15   14AK 13AS 12BS 12AS  9BK 11BS 13BS 15BS 14BK 15BK 16BK  5AK  9AK 17CS 13BS
93  10   10   10   10AS 15   14AS 14AK 12BK 12AK  9BS 12BK 13CK 15BK 14CS 15CS 16CS  6BS  9AS 17CS 13CK
94  11   11   10   10AK 15   14AK 14AS 13BS 12AS 10BK 12BS 14CS 16BS 14CK 16CK 17CK  6BK 10AK 18CS 14CS
95  11   11   10   10AS 16   15AS 15AK 13BK 13AK 10BS 13CK 14CK 16BK 15CS 16CS 17CS  7BS 10BS 18CS 14CK
96  11   11   11   11AK 16   15AK 15AS 14BS 13AS 11BK 13CS 15CS 16BS 15CK 16CK 17CK  8BK 11BK 19CS 15CS
97  11   11   11AS 11AS 16AK 15AS 15AK 14BK 14BK 11BS 14CK 15CK 17BK 16CS 17CS 18CS  8CS 12BS 19CS 16CK
98  11   11   11AK 11AK 17AS 16AK 16BS 15CS 14BS 12BK 14CS 15CS 17BS 16CK 17CK 18CK  9CK 12BK 20CS 16CS
99  11   12   11AS 12AS 17AK 16AS 16BK 15CK 14BK 12CS 15CK 16CK 17BK 16CS 18CS 19CS  9CS 13BS 20CS 17CK
100 12   12   12AK 12BK 17AS 16AK 17BS 15CS 15BS 13CK 15CS 16CS 18BS 17CK 18CK 19CK 10CK 13CK 20DS 17CS
101 12   12   12AS 12BS 17AK 17AS 17BK 16CK 15BK 13CS 16CK 17CK 18BK 17CK 19CS 20CS 10CS 14CS 21DS 18CS
102 12   12   12AK 12BK 18AS 17BK 17BS 16CS 16BS 14CK 16CS 17CS 18BS 17CK 19CK 20CK 11CK 14CK 21DS 18CS
103 12   12   12AS 13BS 18AK 17BS 18BK 17CK 16BK 14CS 17CK 18CK 19CK 18CS 19CS 21CS 12CS 15CS 22DS 19CS
104 12   13   13AK 13BK 18AS 18BK 18BS 17CS 16BS 14CK 17CS 18CS 19CS 18CK 20CS 21CS 12CS 16CS 22DS 20DS
105 12   13   13AS 13BS 19AK 18BS 19CK 18CK 17BK 15CS 18CK 19CK 19CK 18CS 20CS 22CS 13CS 16CS 23DS 20DS
106 12   13   13AK 13BK 19BS 18BK 19CS 18CS 17BS 15CK 18CS 19CS 20CS 19CS 21CS 22CS 13CS 17CS 23DS 21DS
107 13   13AS 13AS 14BS 19BK 19BS 19CK 18CK 18CK 16CS 19CK 20CK 20CK 19CS 21CS 23DS 14CS 17CS 24DS 21DS
108 13   13AK 14AK 14CK 20BS 19BK 20CS 19CS 18CS 16CK 19CS 20CS 20CS 19CS 22CS 23DS 14CS 18CS 24DS 22DS
109 13   14AS 14BS 14CS 20BK 19CS 20CK 19CK 18CK 17CS 20CK 21CK 21CS 20CS 22CS 23DS 15CS 18CS 25DS 23DS
110 13   14AK 14BK 15CK 20BS 20CK 21CS 20CS 19CS 17CK 20CS 21CS 21CS 20CS 22DS 24DS 16CS 19CS 25DS 23DS
111 13   14AS 14BS 15CS 21CK 20CS 21CK 20CK 19CK 18CS 21CK 22CK 21CS 21CS 23DS 24DS 16DS 19DS 26DS 24DS
112 13AK 14AK 15BK 15CK 21CS 20CK 21CS 20CS 19CS 18CK 21CS 22DS 22CS 21DS 23DS 25DS 15DS 20DS 26DS 24DS
113 14AS 14AS 15BS 15CS 21CK 21CS 22CK 21CK 20CK 19CS 22CK 23DK 22CS 21DS 24DS 25DS 17DS 21DS 27DS 25DS
114 14AK 15AK 15BK 16CK 22CS 21CK 22CS 21CS 20CS 19CK 22CS 23DS 22CS 22DS 24DS 26DS 18DS 21DS 27DS 25DS
115 14AS 15AS 15BS 16CS 22CK 21CS 23CK 22DK 21CK 20CS 23DK 24DK 23CS 22DS 25DS 26DS 18DS 22DS 28DS 26DS
116 14AK 15BK 15CK 16CK 22CS 22CK 23CS 22DS 21CS 20DK 23DS 24DS 23CS 22DS 25DS 27DS 19DS 22DS 28DS 27DS
117 14AS 15BS 16CS 16CS 23CK 22CS 23CK 23DK 21CK 21DS 24DK 25DK 23CS 23DS 25DS 27DS 20DS 23DS 29DS 27DS
118 14AK 15BK 16CK 17CK 23CS 22CK 24CS 23DS 22CS 21DK 24DS 25DS 24CS 23DS 26DS 28DS 20DS 23DS 29DS 28DS
119 15AS 15BS 16CS 17CS 23CK 23CS 24CK 23DK 22CK 22DS 25DK 26DK 24CS 23DS 26DS 28DS 21DS 24DS 30DS 28DS
120 15BK 16BK 16CK 17CK 24CS 23CK 25CS 24DS 23CS 22DK 25DS 26DS 24CS 24DS 27DS 29DS 21DS 25DS 30DS 29DS
121 15BS 16BS 17CS 18DS 24CK 24CS 25CK 24DK 23CK 23DS 26DK 27DS 25DS 24DS 27DS 29DS 22DS 25DS 31ES 30DS
122 15BK 16CK 17CK 18DK 24CS 24DK 25DS 25DS 23CS 23DK 26DS 27DS 25DS 24DS 28DS 30DS 22DS 26DS 31ES 30DS
123 15BS 16CS 17CS 18DS 25DK 24DS 26DK 25DK 24DK 24DS 27DS 28DS 25DS 25DS 28DS 30DS 23DS 26DS 32ES 31ES
124 15CK 16CK 17CK 18DK 25DS 25DK 26DS 26DS 24DS 24DS 27DS 28DS 26DS 25DS 28DS 30DS 24DS 27DS 32ES 31ES
125 16CS 17CS 18CS 19DS 25DK 25DS 27DK 26DK 25DK 25DS 28DS 28DS 26DS 26DS 29DS 31DS 24DS 27DS 32ES 32ES
126 16CK 17CK 18CK 19DK 26DS 25DK 27DS 26DS 25DS 25DS 28DS 29DS 26DS 26DS 29DS 31DS 25DS 28DS 33ES 32ES
127 16CS 17CS 18CS 19DS 26DK 26DS 27DK 27DK 25DS 25DS 29DS 29DS 27DS 26DS 30DS 32DS 25DS 29DS 33ES 33ES
128 16CK 17CK 18DK 19DK 26DS 26DK 28DS 27DS 26DS 26DS 29DS 30DS 27DS 27DS 30DS 32ES 26DS 29DS 34ES 34ES
129 16CS 17CS 19DS 20DS 27DK 26DS 28DK 28DK 26DS 26DS 30DS 30DS 27DS 27DS 31DS 33ES 26ES 30ES 34ES 34ES
130 16CK 18CK 19DK 20DK 27DS 27DK 29DS 28DS 27DS 27DS 30DS 31DS 28DS 27DS 31ES 33ES 27ES 30ES 35ES 35ES
131 16CS 18CS 19DS 20DS 27DK 27DS 29DK 28DK 27DS 27DS 31DS 31ES 28DS 28DS 31ES 34ES 28ES 31ES 35ES 35ES
132 17CK 18DK 19DK 21DK 28DS 27DK 29DS 29DS 27DS 28DS 31DS 32ES 28DS 28ES 32ES 34ES 28ES 31ES 36ES 36ES
133 17DS 18DS 19DS 21DS 28DK 28DS 30DK 29EK 28DS 28ES 32ES 32ES 29DS 28ES 32ES 35ES 29ES 32ES 36ES 37ES
134 17DK 18DK 20DK 21DK 28DS 28DK 30DS 30ES 28DS 29ES 32ES 33ES 29DS 29ES 33ES 35ES 29ES 32ES 37ES 37ES
135 17DS 19DS 20DS 21DS 29DK 28DS 31DK 30EK 29DS 29ES 33ES 33ES 29ES 29ES 33ES 36ES 30ES 33ES 37ES 38ES
136 17DK 19DK 20DK 22EK 29DS 29DK 31DS 31ES 29ES 30ES 33ES 34ES 30ES 29ES 34ES 36ES 30ES 34ES 38ES 38ES
137 17DS 19DS 20DS 22ES 29EK 29ES 31EK 31ES 29ES 30ES 34ES 34ES 30ES 30ES 34ES 36ES 31ES 34ES 38ES 39ES
138 18DK 19DK 21DK 22EK 30ES 29EK 32ES 31ES 30ES 31ES 34ES 35ES 30ES 30ES 34ES 37ES 32ES 35ES 39ES 39ES
139 18DS 19DS 21ES 22ES 30EK 30ES 32ES 32ES 30ES 31ES 35ES 35ES 31ES 31ES 35ES 37ES 32ES 35ES 39ES 40ES
140 18DK 20DK 21EK 23EK 30ES 30ES 33ES 32ES 31ES 32ES 35ES 36ES 31ES 31ES 35ES 38ES 33ES 36ES 40ES 41ES
141 18ES 20ES 21ES 23ES 31ES 30ES 33ES 33ES 31ES 32ES 36ES 36ES 31ES 31ES 36ES 38ES 33ES 36ES 40ES 41ES
142 18EK 20EK 22EK 23EK 31ES 31ES 33ES 33ES 31ES 33ES 36ES 37ES 32ES 32ES 36ES 39ES 34ES 37ES 41ES 42ES
143 18ES 20ES 22ES 24ES 31ES 31ES 34ES 34ES 32ES 33ES 37ES 37ES 32ES 32ES 37ES 39ES 34ES 38ES 41ES 42ES
144 19EK 20EK 22EK 24EK 32ES 31ES 34ES 34ES 32ES 34ES 37ES 38ES 32ES 32ES 37ES 40ES 35ES 38ES 42ES 43ES
145 19ES 21ES 22ES 24ES 32ES 32ES 35ES 34ES 33ES 34ES 38ES 38ES 33ES 33ES 37ES 40ES 36ES 39ES 42ES 44ES
146 19EK 21EK 23EK 24EK 32ES 32ES 35ES 35ES 33ES 35ES 38ES 39ES 33ES 33ES 38ES 41ES 36ES 39ES 43ES 44ES
147 19ES 21ES 23ES 25ES 33ES 32ES 35ES 35ES 33ES 35ES 39ES 39ES 33ES 33ES 38ES 41ES 37ES 40ES 43ES 45ES
148 19EK 21EK 23EK 25EK 33ES 33ES 36ES 36ES 34ES 36ES 39ES 40ES 34ES 34ES 39ES 42ES 37ES 40ES 44ES 45ES
149 19ES 21ES 23ES 25ES 33ES 33ES 36ES 36ES 34ES 36ES 40ES 40ES 34ES 34ES 39ES 42ES 38ES 41ES 44ES 46ES
150 19EK 21EK 23EK 25EK 33ES 33ES 36ES 36ES 34ES 36ES 40ES 40ES 34ES 34ES 39ES 42ES 38ES 41ES 44ES 46ES
