 4   F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F  
121  9AS 10AK 12BK 13CK 14BK 14CS 16CK 15CK 13CS 14CS 17CS 17DS 14CS 14CK 17DS 19DK 14CS 16DK 20DS 20DS
122  9AK 10AS 12BS 13CS 14BS 14CK 16CS 16CS 13CK 14CK 17CK 17DK 14CK 14DS 17DK 19DS 14CK 16DS 20DK 20DK
123  9AS 11AK 12BK 13CK 14CK 14CS 16CK 16CK 14CS 14CS 18DS 17DS 14CS 14DK 18DS 19DK 14CS 17DK 20DS 21DS
124  9AK 11AS 12BS 13CS 14CS 14CK 16CS 16CS 14CK 15CK 18DK 17DK 15CK 14DS 18DK 20DS 14CK 17DS 20DK 21DK
125  9AS 11AK 12BK 13CK 15CK 14CS 16CK 16DK 14CS 15DS 18DS 18DS 15CS 15DK 18DS 20DK 15DS 17DK 21ES 21DS
126  9AK 11AS 12BS 14CS 15CS 15CK 17CS 16DS 14CK 15DK 18DK 18DK 15CK 15DS 18DK 20DS 15DK 17DS 21EK 21DK
127 10AS 11AK 12BK 14CK 15CK 15CS 17CK 17DK 14CS 15DS 19DS 18DS 15CS 15DK 18DS 20DK 15DS 18DK 21ES 22ES
128 10AK 11AS 12BS 14CK 15CS 15CK 17CS 17DS 15CK 16DK 19DK 18DK 15CK 15DS 19DK 21DS 15DK 18DS 21EK 22EK
129 10AS 11BK 13CK 14CK 15CK 15CS 17CK 17DK 15CS 16DS 19DS 19DS 15CK 15DK 19DS 21DS 16DS 18DK 22ES 22ES
130 10BK 11BS 13CS 14DK 15CS 15CK 17CS 17DS 15CK 16DK 19DK 19DK 16CK 15DK 19DK 21DS 16DK 18DK 22EK 23EK
131 10BS 11BK 13CK 14DK 15CK 15CS 18CK 17DK 15DS 16DS 20DS 19DS 16DS 16DK 19DS 21DK 16DS 19DK 22ES 23ES
132 10BK 12BS 13CK 15DK 16CS 16DK 18DS 18DS 15DK 16DK 20DK 20DK 16DK 16DS 20DK 22DS 16DK 19DS 22EK 23EK
133 10BS 12BK 13CK 15DK 16DK 16DS 18DK 18DK 15DS 17DS 20DS 20DS 16DS 16DK 20DS 22EK 16DS 19DK 23ES 23ES
134 10BK 12BS 13CK 15DK 16DS 16DK 18DS 18DS 16DK 17DK 20DK 20EK 16DK 16DS 20DK 22ES 17DK 19ES 23EK 24EK
135 10BS 12BK 13CK 15DK 16DK 16DS 18DK 18DK 16DS 17DS 21DS 20ES 16DS 16DK 20DS 22EK 17DS 20EK 23ES 24ES
136 10CK 12CK 14CK 15DK 16DS 16DK 19DS 19DS 16DK 17DK 21DK 21EK 16DK 16DS 20EK 23ES 17DK 20ES 23EK 24EK
137 10CS 12CK 14CK 15DK 16DK 16DS 19DK 19DK 16DS 18DS 21DS 21ES 17DS 16DK 21ES 23ES 17ES 20EK 23ES 25ES
138 10CK 12CK 14DK 16DK 17DS 17DK 19DS 19DK 16DK 18EK 21EK 21EK 17DK 17ES 21ES 23ES 18EK 20ES 24ES 25EK
139 11CK 12CK 14DK 16DK 17DK 17DS 19DK 19EK 17DS 18ES 22ES 21ES 17DS 17ES 21ES 24ES 18ES 21EK 24ES 25ES
140 11CK 12CK 14DK 16DK 17DS 17DK 19DK 19EK 17DK 18EK 22EK 22EK 17DS 17ES 21ES 24ES 18EK 21ES 24ES 26ES
141 11CK 13CK 14DK 16EK 17DK 17DK 20DK 20EK 17ES 18ES 22ES 22ES 17ES 17ES 22ES 24ES 18ES 21ES 24ES 26ES
142 11CK 13CK 14DK 16EK 17DK 17DK 20DK 20EK 17EK 19EK 22EK 22EK 17ES 17ES 22ES 24ES 19ES 21ES 25ES 26ES
143 11DK 13DK 15DK 16EK 17EK 17EK 20EK 20EK 17ES 19ES 23ES 23ES 17ES 17ES 22ES 25ES 19ES 22ES 25ES 26ES
144 11DK 13DK 15DK 17EK 18EK 18EK 20EK 20EK 17EK 19EK 23EK 23EK 18ES 18ES 22ES 25ES 19ES 22ES 25ES 27ES
145 11DK 13DK 15EK 17EK 18EK 18EK 20EK 20EK 18ES 19ES 23ES 23ES 18ES 18ES 22ES 25ES 19ES 22ES 25ES 27ES
146 11DK 13DK 15EK 17EK 18EK 18EK 21EK 21EK 18EK 20EK 23EK 23EK 18ES 18ES 23ES 25ES 20ES 22ES 26ES 27ES
147 11EK 13EK 15EK 17EK 18EK 18EK 21EK 21EK 18ES 20ES 24ES 24ES 18ES 18ES 23ES 26ES 20ES 23ES 26ES 28ES
148 11EK 13EK 15EK 17EK 18EK 18EK 21EK 21EK 18EK 20EK 24EK 24EK 18ES 18ES 23ES 26ES 20ES 23ES 26ES 28ES
149 11EK 13EK 15EK 17EK 18EK 18EK 21EK 21EK 18ES 20ES 24ES 24ES 18ES 18ES 23ES 26ES 20ES 23ES 26ES 28ES
150 11EK 13EK 15EK 17EK 18EK 18EK 21EK 21EK 18EK 20EK 24EK 24EK 18ES 18ES 23ES 26ES 20ES 23ES 26ES 28ES
