5    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F  
106  9   10   11AK 11AK 13AS 12AK 13AS 13BS 12BK 12BK 15BK 14CK 15BS 14CK 16CK 17CK 12BS 14CK 18DS 17DS
107 10   10   11AS 12AS 13AK 13AS 14AK 13BK 13BS 12BS 15CS 14CS 15BK 15CS 17CS 17CS 12BK 14CS 19DS 17DS
108 10   10   11AK 12AK 13AS 13AK 14AS 13BS 13BK 13BK 15CK 14CK 15BS 15CK 17CK 18CK 12CS 14CK 19DS 18DS
109 10   11   11AS 12AS 13AK 13AS 14BK 14BK 13BS 13BS 16CS 15CS 16BK 15CS 17CS 18CS 13CK 15CS 19DS 18DS
110 10   11   11AK 12BK 14AS 13AK 14BS 14CS 13BK 13BK 16CK 15CK 16BS 15CK 18CK 18CK 13CS 15CS 20DS 18DS
111 10   11   12AS 12BS 14AK 13AS 15BK 14CK 13BS 13BS 16CS 15CS 16BK 16CS 18CS 19CS 13CK 16CS 20DS 19DS
112 10   11   12AK 13BK 14AS 14AK 15BS 14CS 14BK 14BK 17CK 16CK 16BS 16CK 18CK 19DS 14CS 16CS 20DS 19DS
113 10   11   12AS 13BS 14AK 14BS 15BK 15CK 14BS 14CS 17CS 16CS 16CK 16CS 18CS 19DS 14CS 16CS 20DS 20DS
114 10   11   12AK 13BK 14AS 14BK 15BS 15CS 14BK 14CK 17CK 16CK 17CS 16CK 19CS 20DS 14CS 17CS 21DS 20DS
115 10   11   12AS 13BS 15AK 14BS 16BK 15CK 14BS 15CS 18CS 17CS 17CK 17CS 19CS 20DS 15CS 17DS 21DS 20DS
116 11   12AK 12AK 13BK 15AS 14BK 16BS 16CS 15BK 15CK 18CK 17CK 17CS 17CS 19CS 20DS 15CS 17DS 21DS 21DS
117 11   12AS 13AS 14BS 15BK 15BS 16BK 16CK 15BS 15CS 18CS 17CS 17CK 17CS 20CS 21DS 15CS 18DS 22DS 21DS
118 11   12AK 13AK 14BK 15BS 15BK 16CS 16CS 15BK 15CK 18CK 18DK 18CS 17CS 20DS 21DS 16CS 18DS 22DS 22DS
119 11   12AS 13AS 14CS 15BK 15BS 17CK 16CK 15CS 16CS 19CS 18DS 18CS 17CS 20DS 22DS 16CS 18DS 22DS 22DS
120 11   12AK 13BK 14CK 16BS 15BK 17CS 17CS 16CK 16CK 19CK 18DS 18CS 18DS 21DS 22DS 16DS 19DS 23DS 22DS
121 11AS 12AS 13BS 14CS 16BK 15BS 17CK 17CK 16CS 16CS 19CS 19DS 18CS 18DS 21DS 22DS 16DS 19DS 23DS 23DS
122 11AK 12AK 14BK 15CK 16BS 16CK 17CS 17CS 16CK 17CK 20CK 19DK 18CS 18DS 21DS 23DS 17DS 19DS 23ES 23DS
123 11AS 13AS 14BS 15CS 16BK 16CS 18CK 17CK 16CS 17CS 20CS 19DS 19CS 18DS 21DS 23DS 17DS 20DS 24ES 24DS
124 11AK 13AK 14BK 15CK 16CS 16CK 18CS 18DS 16CK 17CK 20CK 20DK 19CS 19DS 22DS 23DS 18DS 20DS 24ES 24ES
125 12AS 13AS 14BS 15CS 17CK 16CS 18CK 18DK 17CS 17CS 21DS 20DS 19CS 19DS 22DS 24DS 18DS 21DS 24ES 24ES
126 12AK 13AK 14BK 15CK 17CS 17CK 18CS 18DS 17CK 18CK 21DK 20DK 19CS 19DS 22DS 24DS 18DS 21DS 25ES 25ES
127 12AS 13BS 14BS 16CS 17CK 17CS 19CK 18DK 17CS 18CS 21DS 21DS 20CS 19DS 23DS 24DS 19DS 21DS 25ES 25ES
128 12AK 13BK 15BK 16CK 17CS 17CK 19CS 19DS 17CK 18DK 22DK 21DK 20CS 19DS 23DS 25DS 19DS 22DS 25ES 26ES
129 12AS 13BS 15CS 16DK 17CK 17CS 19CK 19DK 18CS 19DS 22DS 21DS 20DS 20DS 23DS 25DS 19DS 22DS 26ES 26ES
130 12AK 14BK 15CK 16DK 18CS 17CK 19CS 19DS 18CK 19DK 22DK 22DK 20DS 20DS 24DS 25DS 20DS 22DS 26ES 26ES
131 12AS 14BS 15CS 17DK 18CK 18CS 20CK 19DK 18CS 19DS 23DS 22DS 20DS 20DS 24DS 26DS 20DS 23ES 26ES 27ES
132 12BK 14BK 15CK 17DK 18CS 18DK 20DS 20DS 18CK 19DK 23DK 22DK 21DS 20DS 24DS 26ES 20DS 23ES 27ES 27ES
133 13BS 14BS 15CK 17DK 18DK 18DS 20DK 20DK 19CS 20DS 23DS 23DS 21DS 21DS 24DS 26ES 21DS 23ES 27ES 28ES
134 13BK 14CK 16CK 17DK 18DS 18DK 20DS 20DS 19DK 20DK 23DK 23DK 21DS 21DS 25DS 27ES 21ES 24ES 27ES 28ES
135 13BS 14CS 16CK 15DK 19DK 18DS 21DK 21DK 19DS 20DS 24DS 23DS 21DS 21DS 25ES 27ES 21ES 24ES 28ES 28ES
136 13BK 14CK 16CK 18DK 19DS 19DK 21DS 21DS 19DK 21DK 24DK 24EK 21DS 21DS 25ES 28ES 22ES 24ES 28ES 29ES
137 13CK 15CK 16CK 18DK 19DK 19DS 21DK 21DK 19DS 21DS 24DS 24ES 22DS 22ES 26ES 28ES 22ES 25ES 28ES 29ES
138 13CK 15CK 16DK 18DK 19DS 19DK 21DS 21DK 20DK 21DK 25DK 24EK 22DS 22ES 26ES 28ES 22ES 25ES 29ES 30ES
139 13CK 15CK 17DK 18DK 19DK 19DS 22DK 22EK 20DS 21DS 25DS 25ES 22DS 22ES 26ES 29ES 23ES 26ES 29ES 30ES
140 13CK 15CK 17DK 18DK 20DS 19DK 22DK 22EK 20DK 22EK 25EK 25EK 22ES 22ES 27ES 29ES 23ES 26ES 29ES 30ES
141 13CK 15DK 17DK 19EK 20DK 20DK 22DK 22EK 20DS 22ES 26ES 25ES 23ES 22ES 27ES 29ES 23ES 26ES 30ES 31ES
142 14CK 15DK 17DK 19EK 20DK 20DK 22DK 22EK 21DK 22EK 26EK 26EK 23ES 23ES 27ES 30ES 24ES 27ES 30ES 31ES
143 14DK 15DK 17DK 19EK 20EK 20EK 23EK 23EK 21ES 23ES 26ES 26ES 23ES 23ES 27ES 30ES 24ES 27ES 30ES 32ES
144 14DK 16DK 17DK 19EK 20EK 20EK 23EK 23EK 21EK 23EK 27EK 26EK 23ES 23ES 28ES 30ES 24ES 27ES 31ES 32ES
145 14DK 16DK 18EK 19EK 21EK 20EK 23EK 23EK 21ES 23ES 27ES 27ES 23ES 23ES 28ES 31ES 25ES 28ES 31ES 32ES
146 14DK 16EK 18EK 20EK 21EK 21EK 23EK 23EK 22EK 23EK 27EK 27EK 24ES 24ES 28ES 31ES 25ES 28ES 31ES 33ES
147 14EK 16EK 18EK 20EK 21EK 21EK 24EK 24EK 22ES 24ES 28ES 27ES 24ES 24ES 29ES 31ES 25ES 28ES 32ES 33ES
148 14EK 16EK 18EK 20EK 21EK 21EK 24EK 24EK 22EK 24EK 28EK 28EK 24ES 24ES 29ES 32ES 26ES 29ES 32ES 34ES
149 14EK 16EK 18EK 20EK 21EK 21EK 24EK 24EK 22ES 24ES 28ES 28ES 24ES 24ES 29ES 32ES 26ES 29ES 32ES 34ES
150 14EK 16EK 18EK 20EK 21EK 21EK 24EK 24EK 22EK 24EK 28EK 28EK 24ES 24ES 29ES 32ES 26ES 29ES 32ES 34ES
