5    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F  
121  8    9AP 10AP 11BP 15BP 14BP 16CP 15CP 13BP 13CP 16CP 16CP 15CP 14DP 17DP 19DP 11CP 13DP 17DP 17DP
122  8    9AP 10AP 11BP 15BP 15BP 16CP 16CP 13CP 13CP 16CP 16DP 15CP 15DP 17DP 19DP 11CP 13DP 18DP 18DP
123  8    9AP 10AP 11BP 15BP 15BP 16CP 16CP 13CP 13CP 16CP 16DP 15CP 15DP 18DP 20DP 11CP 14DP 18DP 18DP
124  8    9AP 10AP 11BP 15BP 15CP 17CP 16CP 13CP 14CP 17CP 17DP 15CP 15DP 18DP 20DP 12CP 14DP 18DP 18DP
125  8AK  9AP 10BP 11BP 16BP 15CP 17CP 17CP 14CP 14CP 17CP 17DP 16CP 15DP 18DP 20DP 12DP 14DP 18DP 19DP
126  8AP  9AP 10BP 12CP 16CP 16CP 17CP 17DP 14CP 14CP 17CP 17DP 16CP 15DP 19DP 21DP 12DP 15DP 19DP 19DP
127  8AP 10AP 11BP 12CP 16CP 16CP 18CP 17DP 14CP 15CP 18DP 18DP 16CP 16DP 19DP 21DP 12DP 15DP 19EP 19DP
128  8AP 10AP 11BP 12CP 16CP 16CP 18CP 18DP 14CP 15CP 18DP 18DP 16CP 16DP 19DP 21DP 13DP 15DP 19EP 20EP
129  8AP 10AP 11BP 12CP 17CP 16CP 18CP 18DP 15CP 15DP 18DP 18DP 16DP 16DP 19DP 22DP 13DP 15DP 19EP 20EP
130  9AP 10AP 11BP 12CP 17CP 17CP 19CP 18DP 15CP 15DP 19DP 19DP 17DP 16DP 20DP 22DP 13DP 16DP 20EP 20EP
131  9AP 10AP 11BP 13CP 17CP 17CP 19CP 18DP 15CP 16DP 19DP 19DP 17DP 17DP 20DP 22DP 14DP 16DP 20EP 20EP
132  9AP 10AP 11BP 13CP 17CP 17CP 19CP 19DP 15CP 16DP 19DP 19DP 17DP 17DP 20DP 23DP 14DP 16DP 20EP 21EP
133  9AP 10BP 12BP 13CP 18CP 17CP 19CP 19DP 15CP 16DP 20DP 20DP 17DP 17DP 21DP 23DP 14DP 17DP 20EP 21EP
134  9AP 10BP 12BP 13DP 18CP 18DP 20DP 19DP 16CP 17DP 20DP 20DP 17DP 17DP 21DP 23EP 14DP 17EP 21EP 21EP
135  9AP 11BP 12CP 13DP 18DP 18DP 20DP 20DP 16CP 17DP 20DP 20DP 18DP 17DP 21DP 24EP 15DP 17EP 21EP 22EP
136  9AP 11BP 12CP 14DP 18DP 18DP 20DP 20DP 16DP 17DP 21DP 21DP 18DP 18DP 21EP 24EP 15DP 17EP 21EP 22EP
137  9AP 11BP 12CP 14DP 18DP 18DP 21DP 20DP 16DP 18DP 21DP 21DP 18DP 18DP 22EP 24EP 15EP 18EP 21EP 22EP
138  9BP 11BP 12CP 14DP 19DP 19DP 21DP 21DP 17DP 18DP 21DP 21EP 18DP 18EP 22EP 25EP 15EP 18EP 22EP 23EP
139  9BP 11BP 13CP 14DP 19DP 19DP 21DP 21DP 17DP 18DP 22DP 22EP 18DP 18EP 22EP 25EP 16EP 18EP 22EP 23EP
140 10BP 11BP 13CP 14DP 19DP 19DP 22DP 21EP 17DP 18DP 22DP 22EP 19EP 18EP 23EP 25EP 16EP 19EP 22EP 23EP
141 10BP 11CP 13CP 15DP 19DP 19DP 22DP 22EP 17DP 19EP 22EP 22EP 19EP 19EP 23EP 26EP 16EP 19EP 22EP 24EP
142 10BP 11CP 13DP 15DP 20DP 20DP 22DP 22EP 18DP 19EP 23EP 23EP 19EP 19EP 23EP 26EP 16EP 19EP 23EP 24EP
143 10BP 12CP 13DP 15DP 20DP 20DP 22DP 22EP 18DP 19EP 23EP 23EP 19EP 19EP 23EP 26EP 17EP 19EP 23EP 24EP
144 10CP 12CP 13DP 15EP 20EP 20EP 23EP 23EP 18EP 20EP 23EP 23EP 19EP 19EP 24EP 27EP 17EP 20EP 23EP 25EP
145 10CP 12CP 14DP 15EP 20EP 20EP 23EP 23EP 18EP 20EP 24EP 24EP 20EP 19EP 24EP 27EP 17EP 20EP 23EP 25EP
146 10CP 12DP 14DP 16EP 21EP 21EP 23EP 23EP 19EP 20EP 24EP 24EP 20EP 20EP 24EP 27EP 17EP 20EP 24EP 25EP
147 10CP 12DP 14EP 16EP 21EP 21EP 24EP 24EP 19EP 21EP 24EP 24EP 20EP 20EP 25EP 28EP 18EP 21EP 24EP 26EP
148 10DP 12DP 14EP 16EP 21EP 21EP 24EP 24EP 19EP 21EP 25EP 25EP 20EP 20EP 25EP 28EP 18EP 21EP 24EP 26EP
149 10DP 12EP 14EP 16EP 21EP 21EP 24EP 24EP 19EP 21EP 25EP 25EP 20EP 20EP 25EP 28EP 18EP 21EP 24EP 26EP
150 10EP 12EP 14EP 16EP 21EP 21EP 24EP 24EP 19EP 21EP 25EP 25EP 20EP 20EP 25EP 28EP 18EP 21EP 24EP 26EP
