5    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F    F  
94   5    6    6    6   10   10   10   10AP  9    8AS 10AP  9BP 11AS 10AP 12AS 12BP  8   10AK 14BS 12AP
95   5    6    6    7   10   10   11   10AS  9AK  8AP 11AS 10BS 11AP 11AS 12BP 12BS  8   10AP 14BP 13AS
96   5    6    6    7   11   10   11   10AP  9AP  8AS 11AP 10BP 11AS 11AP 12BS 12BP  8   10AS 14BS 13BP
97   5    6    6    7   11   10   11AK 11AS  9AS  9AP 11BS 10BS 11AP 11BS 12BP 13BS  9   11AP 15CP 13BS
98   5    6    6    7   11   10   11AP 11AP 10AP  9AS 11BP 10BP 12AS 11BP 13BS 13BP  9   11AS 15CS 14BP
99   5    6    7    7   11   11   12AS 11AS 10AS  9AP 12BS 11BP 12AP 11BS 13BP 13BS  9AS 11AP 15CP 14BS
100  5    6    7    7   11   11   12AP 11AP 10AP 10AS 12BP 11BP 12AS 11BP 13BS 14BP  9AK 11AS 16CS 14BP
101  5    6    7    7   12   11   12AS 12AP 10AS 10AP 12BS 11BP 12AP 12BS 13BP 14BS 10AP 12AP 16CP 15BS
102  5    6    7    8   12   11AK 12AP 12AP 10AP 10AS 13BP 12BP 12AS 12BP 14BS 14BP 10AS 12AS 16CS 15BP
103  5    6    7    8   12   11AP 13AS 12AP 11AS 10AP 13BS 12BP 12AP 12BS 14BP 15BS 10AP 12BP 16CP 15CS
104  6    6    7    8AK 12   12AS 13AP 12BP 11AP 11BS 13BP 12CP 13BS 12BP 14BS 15BP 10AS 13BS 17CS 16CP
105  6    7    7    8AP 12   12AP 13AS 12BP 11AS 11BP 13BP 13CP 13BP 12BS 14BP 15BS 11AP 13BP 17CP 16CS
106  6    7    7    8AS 12   12AS 13AP 13BP 11AP 11BS 14BP 13CP 13BS 13BP 15BS 15BP 11BS 13BS 17CS 16CP
107  6    7    7    8AP 13AK 12AP 14AS 13BP 12AS 11BP 14BP 13CP 13BP 13BS 15BP 16BP 11BP 13BP 17CP 17CS
108  6    7    8    8AS 13AP 12AS 14AP 13BP 12AP 12BS 14BP 14CP 13BS 13BP 15BS 16CP 11BS 14BS 18CS 17CP
109  6    7    8    9AP 13AS 13AP 14AP 13BP 12AS 12BP 15BP 14CP 13BP 13BS 15BP 16CP 12BP 14BP 18DP 17CS
110  6    7    8    9AP 13AP 13AS 14AP 14BP 12BP 12BP 15BP 14CP 14BS 13CP 16CP 17CP 12BS 14BS 18DS 18CP
111  6    7    8    9AP 13AS 13AP 14AP 14BP 12BS 12BP 15BP 14CP 14BP 13CS 16CP 17CP 12BP 15CP 18DP 18CS
112  6    7    8    9AP 14AP 13AP 15AP 14BP 13BP 13BP 15CP 15CP 14BS 14CP 16CP 17CP 12BS 15CS 19DS 18DP
113  6    7    8    9AP 14AS 13AP 15BP 14BP 13BP 13BP 16CP 15CP 14BP 14CP 16CP 17CP 13CP 15CP 19DP 19DS
114  6    7    8AK  9AP 14AP 14AP 15BP 15BP 13BP 13BP 16CP 15CP 14BS 14CP 17CP 18CP 13CS 15CS 19DS 19DP
115  6    7    8AP  9AP 14AS 14AP 15BP 15BP 13BP 13BP 16CP 16CP 14BP 14CP 17CP 18CP 13CP 16CP 19DP 19DS
116  6    7    9AS 10AP 14AP 14AP 16BP 15BP 13BP 14BP 17CP 16CP 15BP 14CP 17CP 18CP 14CS 16CS 20DP 19DP
117  6    8    9AP 10AP 14AP 14AP 16BP 15BP 14BP 14BP 17CP 16CP 15BP 15CP 17CP 19CP 14CP 16CP 20DP 20DS
118  6    8    9AP 10AP 15AP 14AP 16BP 16CP 14BP 14BP 17CP 17CP 15CP 15CP 18CP 19CP 14CS 16CS 20DP 20DP
119  6    8    9AP 10AP 15AP 15BP 16BP 16CP 14BP 14CP 17CP 17CP 15CP 15CP 18CP 19CP 14CP 17CP 20DP 20DS
120  7    8    9AP 10BP 15AP 15BP 17BP 16CP 14BP 15CP 18CP 17CP 15CP 15CP 18CP 20DP 15CS 17CS 21DP 21DP
121  7    8    9AP 10BP 15AP 15BP 17BP 16CP 14BP 15CP 18CP 18CP 16CP 15CP 18CP 20DP 15CP 17DP 21DP 21DP
122  7    8    9AP 10BP 15AP 15BP 17BP 17CP 15BP 15CP 18CP 18CP 16CP 15CP 19CP 20DP 15CS 18DS 21DP 21DP
123  7    8    9AP 11BP 16BP 15BP 17BP 17CP 15BP 15CP 19CP 18DP 16CP 16CP 19CP 20DP 15CP 18DP 21DP 22DP
124  7    8AK  9AP 11BP 16BP 15BP 17BP 17CP 15CP 16CP 19CP 18DP 16CP 16CP 19DP 21DP 16CS 18DP 22DP 22DP
125  7    8AP 10AP 11BP 16BP 16BP 18CP 17CP 15CP 16CP 19CP 19DP 16CP 16CP 19DP 21DP 16DP 18DP 22DP 22DP
126  7    8AS 10AP 11BP 16BP 16BP 18CP 18CP 15CP 16CP 20CP 19DP 16CP 16DP 20DP 21DP 16DP 19DP 22EP 23DP
127  7    8AP 10AP 11BP 16BP 16BP 18CP 18CP 16CP 17CP 20CP 19DP 17CP 16DP 20DP 22DP 16DP 19DP 23EP 23DP
128  7    9AP 10AP 11BP 16BP 16BP 18CP 18CP 16CP 17CP 20CP 20DP 17CP 17DP 20DP 22DP 17DP 19DP 23EP 23EP
129  7AK  9AP 10AP 11BP 17BP 17BP 19CP 18CP 16CP 17CP 20CP 20DP 17CP 17DP 20DP 22DP 17DP 20DP 23EP 24EP
130  7AP  9AP 10BP 12CP 17BP 17BP 19CP 19CP 16CP 17CP 21DP 20DP 17CP 17DP 21DP 23DP 17DP 20DP 23EP 24EP
131  7AS  9AP 10BP 12CP 17BP 17CP 19CP 19CP 17CP 18CP 21DP 21DP 17CP 17DP 21DP 23DP 17DP 20DP 24EP 24EP
132  7AP  9AP 10BP 12CP 17BP 17CP 19CP 19DP 17CP 18CP 21DP 21DP 17CP 17DP 21DP 23DP 18DP 20DP 24EP 25EP
133  7AP  9AP 11BP 12CP 17CP 17CP 20CP 19DP 17CP 18CP 22DP 21DP 18DP 17DP 21DP 23DP 18DP 21DP 24EP 25EP
134  7AP  9AP 11BP 12CP 18CP 17CP 20CP 20DP 17CP 18DP 22DP 22DP 18DP 18DP 22DP 24DP 18DP 21EP 24EP 25EP
135  8AP  9AP 11BP 12CP 18CP 18CP 20CP 20DP 17CP 19DP 22DP 22DP 18DP 18DP 22DP 24DP 19DP 21EP 25EP 26EP
136  8AP  9AP 11BP 12CP 18CP 18CP 20CP 20DP 18CP 19DP 22DP 22DP 18DP 18DP 22DP 24EP 19DP 22EP 25EP 26EP
137  8AP  9BP 11BP 13CP 18CP 18CP 20CP 20DP 18CP 19DP 23DP 22DP 18DP 18DP 22DP 25EP 19EP 22EP 25EP 26EP
138  8AP  9BP 11BP 13CP 18CP 18CP 21CP 21DP 18DP 19DP 23DP 23EP 18DP 18DP 23EP 25EP 19EP 22EP 25EP 27EP
139  8BP 10BP 11CP 13DP 18CP 18CP 21CP 21DP 18DP 20DP 23DP 23EP 19DP 19DP 23EP 25EP 20EP 22EP 26EP 27EP
140  8BP 10BP 11CP 13DP 19CP 19CP 21DP 21DP 18DP 20DP 24DP 23EP 19DP 19EP 23EP 26EP 20EP 23EP 26EP 27EP
141  8BP 10BP 11CP 13DP 19CP 19DP 21DP 21DP 19DP 20DP 24DP 24EP 19DP 19EP 23EP 26EP 20EP 23EP 26EP 28EP
142  8BP 10BP 12CP 13DP 19DP 19DP 22DP 22DP 19DP 20DP 24EP 24EP 19EP 19EP 24EP 26EP 20EP 23EP 26EP 28EP
143  8BP 10BP 12CP 13DP 19DP 19DP 22DP 22EP 19DP 21EP 24EP 24EP 19EP 19EP 24EP 26EP 21EP 24EP 27EP 28EP
144  8BP 10CP 12CP 14DP 19DP 19DP 22DP 22EP 19DP 21EP 25EP 25EP 19EP 19EP 24EP 27EP 21EP 24EP 27EP 28EP
145  8CP 10CP 12CP 14DP 20DP 20DP 22DP 22EP 19EP 21EP 25EP 25EP 20EP 20EP 24EP 27EP 21EP 24EP 27EP 29EP
146  8CP 10CP 12DP 14EP 20DP 20DP 23DP 23EP 20EP 21EP 25EP 25EP 20EP 20EP 25EP 27EP 21EP 24EP 27EP 29EP
147  8CP 10CP 12DP 14EP 20DP 20DP 23EP 23EP 20EP 22EP 26EP 26EP 20EP 20EP 25EP 28EP 22EP 25EP 28EP 30EP
148  8CP 10CP 12DP 14EP 20EP 20EP 23EP 23EP 20EP 22EP 26EP 26EP 20EP 20EP 25EP 28EP 22EP 25EP 28EP 30EP
149  8CP 10DP 12EP 14EP 20EP 20EP 23EP 23EP 20EP 22EP 26EP 26EP 20EP 20EP 25EP 28EP 22EP 25EP 28EP 30EP
150  8DP 10EP 12EP 14EP 20EP 20EP 23EP 23EP 20EP 22EP 26EP 26EP 20EP 20EP 25EP 28EP 22EP 25EP 28EP 30EP
